reorder_id,outlet_id,item_id,current_stock,reorder_level,recommended_quantity,priority,status,created_at
REO010899,O0016,I0197,1,32,90,High,Ordered,2026-08-31
REO010900,O0141,I0058,10,28,114,High,Pending,2026-08-31
REO010901,O0247,I0085,1,26,114,High,Ordered,2026-08-31
REO010902,O0194,I0269,0,21,106,Critical,Ordered,2026-08-31
REO010903,O0187,I0272,22,33,58,Medium,Ordered,2026-08-31
REO010904,O0390,I0130,34,34,36,Medium,Pending,2026-08-31
REO010905,O0316,I0107,16,26,85,Medium,Received,2026-08-31
REO010906,O0169,I0060,10,14,55,Medium,Ordered,2026-08-31
REO010907,O0430,I0032,18,19,35,Medium,Pending,2026-08-31
REO010908,O0052,I0018,11,30,61,High,Ordered,2026-08-31
REO010909,O0164,I0062,19,27,60,Medium,Pending,2026-08-31
REO010910,O0055,I0025,24,25,99,Medium,Ordered,2026-08-31
REO010911,O0096,I0024,5,31,66,High,Ordered,2026-08-31
REO010912,O0390,I0131,13,30,94,High,Ordered,2026-08-31
REO010913,O0034,I0006,19,26,74,Medium,Approved,2026-08-31
REO010914,O0297,I0097,5,23,76,High,Received,2026-08-31
REO010915,O0074,I0017,9,29,67,High,Approved,2026-08-31
REO010916,O0358,I0121,7,20,43,High,Ordered,2026-08-31
REO010917,O0194,I0066,13,33,76,High,Received,2026-08-31
REO010918,O0125,I0050,3,29,57,High,Ordered,2026-08-31
REO010919,O0081,I0033,26,28,61,Medium,Pending,2026-08-31
REO010920,O0194,I0277,23,28,52,Medium,Received,2026-08-31
REO010921,O0073,I0010,11,24,34,High,Ordered,2026-08-31
REO010922,O0110,I0040,9,25,57,High,Approved,2026-08-31
REO010923,O0246,I0083,5,12,90,High,Pending,2026-08-31
REO010924,O0066,I0028,17,28,56,Medium,Approved,2026-08-31
REO010925,O0192,I0266,1,22,41,High,Ordered,2026-08-31
REO010926,O0037,I0006,16,22,54,Medium,Received,2026-08-31
REO010927,O0190,I0264,0,30,108,Critical,Pending,2026-08-31
REO010928,O0078,I0017,8,19,43,High,Approved,2026-08-31
REO010929,O0271,I0086,1,27,66,High,Ordered,2026-08-31
REO010930,O0199,I0271,15,18,56,Medium,Approved,2026-08-31
REO010931,O0071,I0017,9,34,84,High,Pending,2026-08-31
REO010932,O0017,I0197,24,28,75,Medium,Approved,2026-08-31
REO010933,O0500,I0140,6,12,66,Medium,Received,2026-08-31
REO010934,O0210,I0076,10,16,50,Medium,Ordered,2026-08-31
REO010935,O0278,I0087,20,36,77,Medium,Ordered,2026-08-31
REO010936,O0055,I0019,17,25,45,Medium,Ordered,2026-08-31
REO010937,O0045,I0019,14,29,64,High,Ordered,2026-08-31
REO010938,O0326,I0110,9,20,60,High,Approved,2026-08-31
REO010939,O0417,I0019,19,19,28,Medium,Ordered,2026-08-31
REO010940,O0095,I0024,31,34,58,Medium,Ordered,2026-08-31
REO010941,O0162,I0064,13,15,64,Medium,Pending,2026-08-31
REO010942,O0206,I0074,17,19,47,Medium,Ordered,2026-08-31
REO010943,O0190,I0264,0,30,108,Critical,Received,2026-08-31
REO010944,O0329,I0112,30,32,36,Medium,Pending,2026-08-31
REO010945,O0061,I0027,8,22,52,High,Ordered,2026-08-31
REO010946,O0461,I0020,12,27,67,High,Pending,2026-08-31
REO010947,O0230,I0078,18,29,65,Medium,Received,2026-08-31
REO010948,O0415,I0020,29,36,33,Medium,Pending,2026-08-31
REO010949,O0419,I0024,10,27,46,High,Ordered,2026-08-31
REO010950,O0369,I0124,26,30,96,Medium,Received,2026-08-31
REO010951,O0155,I0065,0,19,84,Critical,Pending,2026-08-31
REO010952,O0055,I0025,24,25,99,Medium,Approved,2026-08-31
REO010953,O0283,I0094,1,34,119,High,Ordered,2026-08-31
REO010954,O0265,I0087,2,31,50,High,Approved,2026-08-31
REO010955,O0291,I0097,15,21,60,Medium,Ordered,2026-08-31
REO010956,O0277,I0089,9,33,101,High,Approved,2026-08-31
REO010957,O0312,I0108,36,37,35,Medium,Ordered,2026-08-31
REO010958,O0165,I0065,13,16,27,Medium,Approved,2026-08-31
REO010959,O0097,I0018,11,13,56,Medium,Ordered,2026-08-31
REO010960,O0050,I0018,8,10,48,Medium,Approved,2026-08-31
REO010961,O0407,I0140,3,34,124,High,Received,2026-08-31
REO010962,O0054,I0018,26,33,37,Medium,Approved,2026-08-31
REO010963,O0190,I0269,1,28,100,High,Ordered,2026-08-31
REO010964,O0163,I0064,19,24,67,Medium,Received,2026-08-31
REO010965,O0153,I0061,8,15,46,Medium,Received,2026-08-31
REO010966,O0465,I0018,9,22,72,High,Received,2026-08-31
REO010967,O0402,I0142,3,18,74,High,Approved,2026-08-31
REO010968,O0165,I0062,5,19,79,High,Ordered,2026-08-31
REO010969,O0046,I0022,7,24,58,High,Ordered,2026-08-31
REO010970,O0020,I0195,13,14,33,Medium,Pending,2026-08-31
REO010971,O0191,I0071,10,23,64,High,Pending,2026-08-31
REO010972,O0024,I0010,12,22,62,Medium,Ordered,2026-08-31
REO010973,O0270,I0092,22,30,54,Medium,Ordered,2026-08-31
REO010974,O0303,I0096,11,33,112,High,Ordered,2026-08-31
REO010975,O0001,I0193,1,9,100,High,Ordered,2026-08-31
REO010976,O0301,I0094,20,20,53,Medium,Ordered,2026-08-31
REO010977,O0373,I0129,13,23,92,Medium,Ordered,2026-08-31
REO010978,O0325,I0109,0,21,92,Critical,Ordered,2026-08-31
REO010979,O0128,I0050,12,17,91,Medium,Received,2026-08-31
REO010980,O0055,I0019,17,25,45,Medium,Approved,2026-08-31
REO010981,O0414,I0018,17,29,39,Medium,Approved,2026-08-31
REO010982,O0021,I0014,9,20,91,High,Approved,2026-08-31
REO010983,O0055,I0024,29,30,59,Medium,Pending,2026-08-31
REO010984,O0252,I0086,22,23,37,Medium,Approved,2026-08-31
REO010985,O0086,I0034,12,31,68,High,Approved,2026-08-31
REO010986,O0193,I0275,12,18,101,Medium,Approved,2026-08-31
REO010987,O0284,I0099,23,32,96,Medium,Ordered,2026-08-31
REO010988,O0429,I0033,7,29,44,High,Ordered,2026-08-31
REO010989,O0284,I0093,3,19,59,High,Approved,2026-08-31
REO010990,O0065,I0030,6,16,41,High,Pending,2026-08-31
REO010991,O0022,I0011,3,16,77,High,Approved,2026-08-31
REO010992,O0130,I0049,20,33,30,Medium,Ordered,2026-08-31
REO010993,O0379,I0128,8,34,57,High,Received,2026-08-31
REO010994,O0045,I0023,0,29,89,Critical,Ordered,2026-08-31
REO010995,O0061,I0027,8,22,52,High,Ordered,2026-08-31
REO010996,O0413,I0018,22,32,37,Medium,Pending,2026-08-31
REO010997,O0071,I0017,9,34,84,High,Ordered,2026-08-31
REO010998,O0045,I0019,14,29,64,High,Pending,2026-08-31
REO010999,O0252,I0086,22,23,37,Medium,Pending,2026-08-31
REO011000,O0492,I0142,3,10,91,High,Received,2026-08-31
REO011001,O0107,I0040,0,19,90,Critical,Approved,2026-08-31
REO011002,O0154,I0060,27,38,44,Medium,Pending,2026-08-31
REO011003,O0120,I0045,7,19,95,High,Received,2026-08-31
REO011004,O0040,I0190,8,22,41,High,Ordered,2026-08-31
REO011005,O0486,I0025,27,36,62,Medium,Received,2026-08-31
REO011006,O0304,I0095,23,31,35,Medium,Ordered,2026-08-31
REO011007,O0373,I0129,13,23,92,Medium,Approved,2026-08-31
REO011008,O0380,I0129,13,21,101,Medium,Ordered,2026-08-31
REO011009,O0155,I0065,0,19,84,Critical,Approved,2026-08-31
REO011010,O0321,I0112,25,29,35,Medium,Ordered,2026-08-31
REO011011,O0385,I0132,16,28,50,Medium,Ordered,2026-08-31
REO011012,O0194,I0066,13,33,76,High,Ordered,2026-08-31
REO011013,O0493,I0139,1,24,102,High,Pending,2026-08-31
REO011014,O0009,I0161,16,30,47,Medium,Pending,2026-08-31
REO011015,O0199,I0263,2,26,68,High,Ordered,2026-08-31
REO011016,O0012,I0007,6,34,107,High,Approved,2026-08-31
REO011017,O0142,I0064,5,18,95,High,Received,2026-08-31
REO011018,O0189,I0270,17,24,49,Medium,Received,2026-08-31
REO011019,O0187,I0276,9,35,70,High,Pending,2026-08-31
REO011020,O0480,I0100,12,32,79,High,Received,2026-08-31
REO011021,O0185,I0275,16,19,51,Medium,Ordered,2026-08-31
REO011022,O0211,I0073,24,33,57,Medium,Approved,2026-08-31
REO011023,O0244,I0084,14,16,59,Medium,Approved,2026-08-31
REO011024,O0256,I0092,33,37,70,Medium,Ordered,2026-08-31
REO011025,O0429,I0033,7,29,44,High,Approved,2026-08-31
REO011026,O0025,I0016,2,24,77,High,Ordered,2026-08-31
REO011027,O0197,I0263,11,31,114,High,Approved,2026-08-31
REO011028,O0300,I0099,18,24,44,Medium,Approved,2026-08-31
REO011029,O0161,I0058,18,23,62,Medium,Received,2026-08-31
REO011030,O0259,I0090,8,33,73,High,Pending,2026-08-31
REO011031,O0433,I0055,21,24,66,Medium,Approved,2026-08-31
REO011032,O0023,I0013,18,26,72,Medium,Received,2026-08-31
REO011033,O0244,I0084,14,16,59,Medium,Ordered,2026-08-31
REO011034,O0197,I0270,14,16,31,Medium,Received,2026-08-31
REO011035,O0005,I0006,3,23,110,High,Ordered,2026-08-31
REO011036,O0006,I0009,12,28,45,High,Received,2026-08-31
REO011037,O0415,I0022,23,29,52,Medium,Ordered,2026-08-31
REO011038,O0163,I0064,19,24,67,Medium,Ordered,2026-08-31
REO011039,O0109,I0041,9,23,72,High,Approved,2026-08-31
REO011040,O0416,I0019,8,32,79,High,Received,2026-08-31
REO011041,O0425,I0035,11,21,97,Medium,Ordered,2026-08-31
REO011042,O0456,I0049,1,17,49,High,Ordered,2026-08-31
REO011043,O0125,I0050,3,29,57,High,Ordered,2026-08-31
REO011044,O0008,I0159,23,35,100,Medium,Approved,2026-08-31
REO011045,O0169,I0060,10,14,55,Medium,Received,2026-08-31
REO011046,O0085,I0034,15,29,38,Medium,Ordered,2026-08-31
REO011047,O0187,I0276,9,35,70,High,Pending,2026-08-31
REO011048,O0478,I0101,6,28,82,High,Ordered,2026-08-31
REO011049,O0278,I0090,16,26,80,Medium,Approved,2026-08-31
REO011050,O0193,I0265,15,19,73,Medium,Ordered,2026-08-31
REO011051,O0017,I0009,5,28,42,High,Approved,2026-08-31
REO011052,O0376,I0127,20,24,48,Medium,Ordered,2026-08-31
REO011053,O0220,I0073,7,15,43,High,Pending,2026-08-31
REO011054,O0244,I0084,14,16,59,Medium,Ordered,2026-08-31
REO011055,O0078,I0017,8,19,43,High,Ordered,2026-08-31
REO011056,O0434,I0057,13,16,44,Medium,Approved,2026-08-31
REO011057,O0044,I0018,4,28,48,High,Ordered,2026-08-31
REO011058,O0022,I0014,10,28,50,High,Pending,2026-08-31
REO011059,O0467,I0021,24,36,73,Medium,Pending,2026-08-31
REO011060,O0362,I0125,5,34,94,High,Pending,2026-08-31
REO011061,O0284,I0093,3,19,59,High,Ordered,2026-08-31
REO011062,O0462,I0024,13,24,37,Medium,Received,2026-08-31
REO011063,O0099,I0023,17,27,37,Medium,Pending,2026-08-31
REO011064,O0001,I0172,23,28,37,Medium,Ordered,2026-08-31
REO011065,O0438,I0056,1,28,82,High,Ordered,2026-08-31
REO011066,O0263,I0091,4,12,99,High,Received,2026-08-31
REO011067,O0142,I0064,5,18,95,High,Pending,2026-08-31
REO011068,O0447,I0076,8,26,87,High,Pending,2026-08-31
REO011069,O0472,I0103,0,35,102,Critical,Ordered,2026-08-31
REO011070,O0095,I0022,22,26,52,Medium,Approved,2026-08-31
REO011071,O0050,I0025,30,30,36,Medium,Approved,2026-08-31
REO011072,O0065,I0029,28,30,45,Medium,Pending,2026-08-31
REO011073,O0063,I0027,5,20,95,High,Ordered,2026-08-31
REO011074,O0452,I0049,6,26,68,High,Approved,2026-08-31
REO011075,O0447,I0076,8,26,87,High,Ordered,2026-08-31
REO011076,O0035,I0193,27,34,98,Medium,Received,2026-08-31
REO011077,O0017,I0009,5,28,42,High,Ordered,2026-08-31
REO011078,O0488,I0024,13,35,55,High,Pending,2026-08-31
REO011079,O0296,I0098,12,24,59,Medium,Approved,2026-08-31
REO011080,O0494,I0142,10,21,96,High,Pending,2026-08-31
REO011081,O0122,I0049,25,28,24,Medium,Pending,2026-08-31
REO011082,O0450,I0075,15,39,40,High,Approved,2026-08-31
REO011083,O0312,I0108,36,37,35,Medium,Ordered,2026-08-31
REO011084,O0168,I0058,14,21,90,Medium,Received,2026-08-31
REO011085,O0001,I0172,23,28,37,Medium,Pending,2026-08-31
REO011086,O0174,I0062,25,36,68,Medium,Received,2026-08-31
REO011087,O0033,I0007,19,32,63,Medium,Ordered,2026-08-31
REO011088,O0196,I0263,18,26,69,Medium,Ordered,2026-08-31
REO011089,O0412,I0023,6,14,37,High,Pending,2026-08-31
REO011090,O0228,I0081,0,31,124,Critical,Approved,2026-08-31
REO011091,O0451,I0049,4,21,64,High,Ordered,2026-08-31
REO011092,O0062,I0029,7,29,93,High,Approved,2026-08-31
REO011093,O0054,I0018,26,33,37,Medium,Approved,2026-08-31
REO011094,O0461,I0020,12,27,67,High,Approved,2026-08-31
REO011095,O0429,I0033,7,29,44,High,Ordered,2026-08-31
REO011096,O0052,I0018,11,30,61,High,Approved,2026-08-31
REO011097,O0076,I0010,15,16,92,Medium,Received,2026-08-31
REO011098,O0453,I0051,12,33,85,High,Pending,2026-08-31
REO011099,O0039,I0004,7,27,39,High,Approved,2026-08-31
REO011100,O0404,I0141,18,23,61,Medium,Approved,2026-08-31
REO011101,O0181,I0274,2,19,66,High,Received,2026-08-31
REO011102,O0170,I0064,10,36,118,High,Ordered,2026-08-31
REO011103,O0022,I0014,10,28,50,High,Approved,2026-08-31
REO011104,O0169,I0061,22,27,92,Medium,Pending,2026-08-31
REO011105,O0124,I0051,28,29,64,Medium,Ordered,2026-08-31
REO011106,O0346,I0114,16,26,42,Medium,Ordered,2026-08-31
REO011107,O0188,I0272,23,24,90,Medium,Received,2026-08-31
REO011108,O0435,I0053,11,27,80,High,Ordered,2026-08-31
REO011109,O0483,I0021,5,35,115,High,Received,2026-08-31
REO011110,O0390,I0130,34,34,36,Medium,Received,2026-08-31
REO011111,O0413,I0018,22,32,37,Medium,Pending,2026-08-31
REO011112,O0190,I0263,23,24,62,Medium,Ordered,2026-08-31
REO011113,O0333,I0109,11,23,94,High,Received,2026-08-31
REO011114,O0418,I0024,19,28,75,Medium,Pending,2026-08-31
REO011115,O0309,I0097,13,32,62,High,Approved,2026-08-31
REO011116,O0278,I0088,16,23,46,Medium,Ordered,2026-08-31
REO011117,O0450,I0075,15,39,40,High,Ordered,2026-08-31
REO011118,O0200,I0068,15,30,67,Medium,Received,2026-08-31
REO011119,O0208,I0073,8,22,63,High,Ordered,2026-08-31
REO011120,O0104,I0041,6,22,73,High,Pending,2026-08-31
REO011121,O0373,I0128,4,13,42,High,Received,2026-08-31
REO011122,O0408,I0141,22,22,29,Medium,Pending,2026-08-31
REO011123,O0165,I0059,12,20,85,Medium,Pending,2026-08-31
REO011124,O0418,I0020,13,28,72,High,Received,2026-08-31
REO011125,O0492,I0138,12,19,49,Medium,Ordered,2026-08-31
REO011126,O0039,I0164,1,31,70,High,Ordered,2026-08-31
REO011127,O0020,I0170,13,27,35,High,Pending,2026-08-31
REO011128,O0404,I0139,20,28,59,Medium,Received,2026-08-31
REO011129,O0122,I0052,14,23,106,Medium,Received,2026-08-31
REO011130,O0065,I0028,6,29,77,High,Pending,2026-08-31
REO011131,O0066,I0027,13,22,59,Medium,Received,2026-08-31
REO011132,O0128,I0049,4,15,103,High,Ordered,2026-08-31
REO011133,O0037,I0159,1,20,44,High,Ordered,2026-08-31
REO011134,O0190,I0264,0,30,108,Critical,Received,2026-08-31
REO011135,O0355,I0120,18,33,70,Medium,Approved,2026-08-31
REO011136,O0426,I0034,26,37,81,Medium,Approved,2026-08-31
REO011137,O0204,I0076,14,30,56,High,Received,2026-08-31
REO011138,O0040,I0158,19,29,59,Medium,Approved,2026-08-31
REO011139,O0384,I0130,21,31,51,Medium,Received,2026-08-31
REO011140,O0495,I0139,4,19,104,High,Received,2026-08-31
REO011141,O0301,I0098,9,16,54,Medium,Ordered,2026-08-31
REO011142,O0478,I0103,17,20,82,Medium,Approved,2026-08-31
REO011143,O0197,I0272,7,34,91,High,Ordered,2026-08-31
REO011144,O0024,I0010,12,22,62,Medium,Approved,2026-08-31
REO011145,O0177,I0062,14,30,66,High,Ordered,2026-08-31
REO011146,O0011,I0198,18,36,40,Medium,Ordered,2026-08-31
REO011147,O0265,I0091,7,27,92,High,Approved,2026-08-31
REO011148,O0340,I0111,3,35,93,High,Received,2026-08-31
REO011149,O0220,I0073,7,15,43,High,Received,2026-08-31
REO011150,O0199,I0271,15,18,56,Medium,Received,2026-08-31
REO011151,O0220,I0073,7,15,43,High,Ordered,2026-08-31
REO011152,O0017,I0009,5,28,42,High,Received,2026-08-31
REO011153,O0219,I0074,10,23,83,High,Ordered,2026-08-31
REO011154,O0412,I0023,6,14,37,High,Pending,2026-08-31
REO011155,O0196,I0070,8,14,96,Medium,Pending,2026-08-31
REO011156,O0162,I0064,13,15,64,Medium,Ordered,2026-08-31
REO011157,O0009,I0201,9,25,99,High,Approved,2026-08-31
REO011158,O0257,I0092,10,32,48,High,Pending,2026-08-31
REO011159,O0180,I0065,11,36,68,High,Ordered,2026-08-31
REO011160,O0189,I0271,16,18,36,Medium,Received,2026-08-31
REO011161,O0089,I0036,3,17,37,High,Approved,2026-08-31
REO011162,O0284,I0093,3,19,59,High,Ordered,2026-08-31
REO011163,O0168,I0058,14,21,90,Medium,Approved,2026-08-31
REO011164,O0395,I0137,24,32,68,Medium,Approved,2026-08-31
REO011165,O0184,I0263,10,17,86,Medium,Approved,2026-08-31
REO011166,O0407,I0140,3,34,124,High,Pending,2026-08-31
REO011167,O0097,I0018,11,13,56,Medium,Approved,2026-08-31
REO011168,O0232,I0079,4,8,103,Medium,Pending,2026-08-31
REO011169,O0022,I0014,10,28,50,High,Approved,2026-08-31
REO011170,O0199,I0068,17,26,87,Medium,Pending,2026-08-31
REO011171,O0128,I0050,12,17,91,Medium,Ordered,2026-08-31
REO011172,O0149,I0062,9,31,87,High,Approved,2026-08-31
REO011173,O0432,I0054,11,26,55,High,Pending,2026-08-31
REO011174,O0309,I0096,6,28,65,High,Approved,2026-08-31
REO011175,O0333,I0109,11,23,94,High,Approved,2026-08-31
REO011176,O0495,I0139,4,19,104,High,Received,2026-08-31
REO011177,O0261,I0089,21,37,58,Medium,Ordered,2026-08-31
REO011178,O0268,I0090,2,17,72,High,Approved,2026-08-31
REO011179,O0025,I0016,2,24,77,High,Approved,2026-08-31
REO011180,O0038,I0171,22,25,42,Medium,Approved,2026-08-31
REO011181,O0003,I0003,3,29,52,High,Approved,2026-08-31
REO011182,O0314,I0106,18,23,89,Medium,Pending,2026-08-31
REO011183,O0200,I0070,0,22,46,Critical,Pending,2026-08-31
REO011184,O0172,I0058,11,30,110,High,Pending,2026-08-31
REO011185,O0200,I0275,11,30,63,High,Approved,2026-08-31
REO011186,O0040,I0198,20,21,28,Medium,Received,2026-08-31
REO011187,O0418,I0024,19,28,75,Medium,Ordered,2026-08-31
REO011188,O0193,I0276,19,37,53,Medium,Approved,2026-08-31
REO011189,O0296,I0093,9,18,61,Medium,Received,2026-08-31
REO011190,O0307,I0094,13,20,81,Medium,Ordered,2026-08-31
REO011191,O0061,I0029,32,38,31,Medium,Ordered,2026-08-31
REO011192,O0295,I0095,30,33,52,Medium,Ordered,2026-08-31
REO011193,O0263,I0091,4,12,99,High,Approved,2026-08-31
REO011194,O0483,I0022,32,32,28,Medium,Ordered,2026-08-31
REO011195,O0175,I0060,6,12,92,Medium,Ordered,2026-08-31
REO011196,O0157,I0065,1,15,91,High,Ordered,2026-08-31
REO011197,O0053,I0020,13,28,46,High,Received,2026-08-31
REO011198,O0410,I0142,14,14,53,Medium,Pending,2026-08-31
REO011199,O0001,I0172,23,28,37,Medium,Received,2026-08-31
REO011200,O0144,I0060,10,21,42,High,Ordered,2026-08-31
REO011201,O0008,I0159,23,35,100,Medium,Approved,2026-08-31
REO011202,O0103,I0040,6,28,91,High,Ordered,2026-08-31
REO011203,O0006,I0169,3,29,89,High,Approved,2026-08-31
REO011204,O0021,I0017,27,36,46,Medium,Ordered,2026-08-31
REO011205,O0459,I0049,23,24,72,Medium,Ordered,2026-08-31
REO011206,O0110,I0040,9,25,57,High,Ordered,2026-08-31
REO011207,O0154,I0060,27,38,44,Medium,Received,2026-08-31
REO011208,O0221,I0081,7,13,75,Medium,Approved,2026-08-31
REO011209,O0205,I0073,26,27,29,Medium,Approved,2026-08-31
REO011210,O0050,I0025,30,30,36,Medium,Ordered,2026-08-31
REO011211,O0119,I0044,12,20,41,Medium,Ordered,2026-08-31
REO011212,O0186,I0068,9,17,63,Medium,Received,2026-08-31
REO011213,O0372,I0126,6,23,45,High,Approved,2026-08-31
REO011214,O0181,I0275,6,24,94,High,Ordered,2026-08-31
REO011215,O0197,I0272,7,34,91,High,Approved,2026-08-31
REO011216,O0022,I0011,3,16,77,High,Ordered,2026-08-31
REO011217,O0128,I0049,4,15,103,High,Received,2026-08-31
REO011218,O0125,I0050,3,29,57,High,Ordered,2026-08-31
REO011219,O0058,I0025,0,10,90,Critical,Approved,2026-08-31
REO011220,O0188,I0071,21,25,58,Medium,Ordered,2026-08-31
REO011221,O0184,I0067,17,17,62,Medium,Approved,2026-08-31
REO011222,O0184,I0067,17,17,62,Medium,Pending,2026-08-31
REO011223,O0189,I0067,0,30,110,Critical,Ordered,2026-08-31
REO011224,O0039,I0163,0,16,111,Critical,Pending,2026-08-31
REO011225,O0485,I0018,20,25,27,Medium,Approved,2026-08-31
REO011226,O0058,I0024,1,20,51,High,Approved,2026-08-31
REO011227,O0303,I0096,11,33,112,High,Pending,2026-08-31
REO011228,O0061,I0029,32,38,31,Medium,Ordered,2026-08-31
REO011229,O0142,I0063,4,37,66,High,Approved,2026-08-31
REO011230,O0270,I0088,11,22,35,Medium,Pending,2026-08-31
REO011231,O0146,I0060,15,20,79,Medium,Ordered,2026-08-31
REO011232,O0192,I0266,1,22,41,High,Ordered,2026-08-31
REO011233,O0415,I0023,23,26,20,Medium,Ordered,2026-08-31
REO011234,O0440,I0054,4,20,90,High,Approved,2026-08-31
REO011235,O0165,I0060,9,25,50,High,Approved,2026-08-31
REO011236,O0198,I0275,20,37,99,Medium,Ordered,2026-08-31
REO011237,O0097,I0020,8,19,39,High,Approved,2026-08-31
REO011238,O0088,I0034,1,18,47,High,Approved,2026-08-31
REO011239,O0183,I0069,36,37,73,Medium,Approved,2026-08-31
REO011240,O0373,I0129,13,23,92,Medium,Received,2026-08-31
REO011241,O0461,I0020,12,27,67,High,Received,2026-08-31
REO011242,O0494,I0142,10,21,96,High,Pending,2026-08-31
REO011243,O0019,I0167,13,31,74,High,Received,2026-08-31
REO011244,O0095,I0024,31,34,58,Medium,Received,2026-08-31
REO011245,O0384,I0131,1,19,52,High,Ordered,2026-08-31
REO011246,O0199,I0274,16,30,59,Medium,Ordered,2026-08-31
REO011247,O0197,I0066,10,26,80,High,Ordered,2026-08-31
REO011248,O0412,I0025,18,22,42,Medium,Ordered,2026-08-31
REO011249,O0229,I0079,2,29,62,High,Approved,2026-08-31
REO011250,O0255,I0089,3,13,68,High,Pending,2026-08-31
REO011251,O0132,I0054,10,33,97,High,Pending,2026-08-31
REO011252,O0039,I0164,1,31,70,High,Approved,2026-08-31
REO011253,O0052,I0024,15,30,59,Medium,Approved,2026-08-31
REO011254,O0261,I0089,21,37,58,Medium,Approved,2026-08-31
REO011255,O0162,I0064,13,15,64,Medium,Pending,2026-08-31
REO011256,O0181,I0274,2,19,66,High,Ordered,2026-08-31
REO011257,O0019,I0166,18,29,67,Medium,Ordered,2026-08-31
REO011258,O0192,I0275,1,28,92,High,Received,2026-08-31
REO011259,O0030,I0013,7,12,40,Medium,Pending,2026-08-31
REO011260,O0072,I0011,30,31,37,Medium,Ordered,2026-08-31
REO011261,O0177,I0064,14,32,101,High,Pending,2026-08-31
REO011262,O0009,I0167,8,16,45,Medium,Approved,2026-08-31
REO011263,O0197,I0273,22,29,38,Medium,Ordered,2026-08-31
REO011264,O0162,I0064,13,15,64,Medium,Approved,2026-08-31
REO011265,O0004,I0172,6,28,61,High,Pending,2026-08-31
REO011266,O0089,I0036,3,17,37,High,Ordered,2026-08-31
REO011267,O0115,I0044,23,36,36,Medium,Pending,2026-08-31
REO011268,O0096,I0024,5,31,66,High,Received,2026-08-31
REO011269,O0320,I0106,16,23,27,Medium,Approved,2026-08-31
REO011270,O0407,I0142,3,31,73,High,Pending,2026-08-31
REO011271,O0172,I0058,11,30,110,High,Ordered,2026-08-31
REO011272,O0005,I0160,7,14,92,Medium,Approved,2026-08-31
REO011273,O0477,I0101,18,31,75,Medium,Approved,2026-08-31
REO011274,O0410,I0142,14,14,53,Medium,Received,2026-08-31
REO011275,O0252,I0086,22,23,37,Medium,Ordered,2026-08-31
REO011276,O0204,I0076,14,30,56,High,Ordered,2026-08-31
REO011277,O0011,I0198,18,36,40,Medium,Ordered,2026-08-31
REO011278,O0180,I0065,11,36,68,High,Approved,2026-08-31
REO011279,O0321,I0112,25,29,35,Medium,Ordered,2026-08-31
REO011280,O0232,I0079,4,8,103,Medium,Ordered,2026-08-31
REO011281,O0431,I0053,6,32,115,High,Approved,2026-08-31
REO011282,O0196,I0263,18,26,69,Medium,Ordered,2026-08-31
REO011283,O0284,I0093,3,19,59,High,Approved,2026-08-31
REO011284,O0483,I0022,32,32,28,Medium,Ordered,2026-08-31
REO011285,O0401,I0142,15,17,38,Medium,Pending,2026-08-31
REO011286,O0314,I0107,13,21,65,Medium,Ordered,2026-08-31
REO011287,O0089,I0033,9,23,51,High,Pending,2026-08-31
REO011288,O0194,I0068,4,20,104,High,Ordered,2026-08-31
REO011289,O0005,I0002,10,21,36,High,Approved,2026-08-31
REO011290,O0309,I0095,14,30,107,High,Received,2026-08-31
REO011291,O0334,I0113,1,24,60,High,Pending,2026-08-31
REO011292,O0061,I0026,11,25,70,High,Approved,2026-08-31
REO011293,O0270,I0088,11,22,35,Medium,Approved,2026-08-31
REO011294,O0174,I0063,7,31,66,High,Approved,2026-08-31
REO011295,O0231,I0080,1,26,48,High,Ordered,2026-08-31
REO011296,O0061,I0027,8,22,52,High,Ordered,2026-08-31
REO011297,O0456,I0049,1,17,49,High,Ordered,2026-08-31
REO011298,O0488,I0024,13,35,55,High,Ordered,2026-08-31
REO011299,O0009,I0161,16,30,47,Medium,Received,2026-08-31
REO011300,O0061,I0029,32,38,31,Medium,Approved,2026-08-31
REO011301,O0039,I0004,7,27,39,High,Pending,2026-08-31
REO011302,O0199,I0066,17,28,41,Medium,Received,2026-08-31
REO011303,O0238,I0080,21,22,38,Medium,Ordered,2026-08-31
REO011304,O0066,I0027,13,22,59,Medium,Approved,2026-08-31
REO011305,O0175,I0060,6,12,92,Medium,Ordered,2026-08-31
REO011306,O0404,I0141,18,23,61,Medium,Pending,2026-08-31
REO011307,O0224,I0081,10,11,33,Medium,Approved,2026-08-31
REO011308,O0048,I0018,24,24,91,Medium,Ordered,2026-08-31
REO011309,O0054,I0022,5,27,46,High,Pending,2026-08-31
REO011310,O0252,I0086,22,23,37,Medium,Pending,2026-08-31
REO011311,O0187,I0277,20,24,31,Medium,Approved,2026-08-31
REO011312,O0200,I0275,11,30,63,High,Ordered,2026-08-31
REO011313,O0005,I0188,24,24,54,Medium,Ordered,2026-08-31
REO011314,O0346,I0114,16,26,42,Medium,Received,2026-08-31
REO011315,O0296,I0095,13,22,47,Medium,Approved,2026-08-31
REO011316,O0048,I0024,2,29,107,High,Approved,2026-08-31
REO011317,O0039,I0164,1,31,70,High,Pending,2026-08-31
