movement_id,outlet_id,item_id,movement_type,quantity,movement_date,reference_id
MOV034976,O0103,I0039,Sale,24,2025-11-19,REF0034976
MOV034977,O0451,I0049,Sale,16,2026-02-01,REF0034977
MOV034978,O0075,I0012,Transfer,5,2025-09-15,REF0034978
MOV034979,O0036,I0162,Sale,23,2026-03-30,REF0034979
MOV034980,O0192,I0267,Stock In,3,2026-02-06,REF0034980
MOV034981,O0168,I0060,Transfer,15,2025-12-22,REF0034981
MOV034982,O0482,I0024,Sale,25,2026-07-16,REF0034982
MOV034983,O0133,I0053,Sale,6,2026-02-14,REF0034983
MOV034984,O0181,I0264,Stock In,11,2025-09-10,REF0034984
MOV034985,O0305,I0093,Sale,13,2026-04-02,REF0034985
MOV034986,O0322,I0113,Sale,19,2026-04-17,REF0034986
MOV034987,O0454,I0051,Return,25,2026-01-25,REF0034987
MOV034988,O0358,I0121,Sale,7,2026-02-18,REF0034988
MOV034989,O0023,I0016,Transfer,1,2025-11-04,REF0034989
MOV034990,O0204,I0073,Sale,24,2025-10-12,REF0034990
MOV034991,O0088,I0032,Adjustment,30,2026-08-25,REF0034991
MOV034992,O0162,I0064,Sale,13,2026-01-19,REF0034992
MOV034993,O0181,I0270,Stock In,16,2025-09-11,REF0034993
MOV034994,O0197,I0071,Sale,1,2026-06-29,REF0034994
MOV034995,O0090,I0032,Stock In,4,2026-04-16,REF0034995
MOV034996,O0006,I0169,Return,29,2025-11-11,REF0034996
MOV034997,O0256,I0090,Return,26,2026-07-07,REF0034997
MOV034998,O0181,I0272,Transfer,14,2026-04-12,REF0034998
MOV034999,O0282,I0096,Transfer,30,2026-03-11,REF0034999
MOV035000,O0040,I0167,Sale,2,2025-10-03,REF0035000
MOV035001,O0271,I0087,Sale,24,2026-08-09,REF0035001
MOV035002,O0409,I0141,Stock In,23,2026-05-06,REF0035002
MOV035003,O0486,I0024,Stock In,23,2026-01-15,REF0035003
MOV035004,O0486,I0024,Sale,7,2026-08-21,REF0035004
MOV035005,O0139,I0057,Stock In,28,2026-08-15,REF0035005
MOV035006,O0095,I0021,Stock In,12,2026-07-01,REF0035006
MOV035007,O0302,I0094,Sale,23,2025-10-19,REF0035007
MOV035008,O0109,I0041,Transfer,9,2026-06-17,REF0035008
MOV035009,O0204,I0073,Stock In,29,2025-10-11,REF0035009
MOV035010,O0290,I0099,Sale,4,2025-10-19,REF0035010
MOV035011,O0031,I0195,Sale,7,2025-09-03,REF0035011
MOV035012,O0198,I0066,Stock In,11,2026-01-13,REF0035012
MOV035013,O0246,I0083,Stock In,18,2025-09-19,REF0035013
MOV035014,O0306,I0096,Transfer,25,2026-05-09,REF0035014
MOV035015,O0144,I0059,Transfer,15,2026-03-25,REF0035015
MOV035016,O0006,I0001,Stock In,22,2026-03-27,REF0035016
MOV035017,O0186,I0071,Sale,28,2026-04-19,REF0035017
MOV035018,O0162,I0064,Transfer,20,2026-08-23,REF0035018
MOV035019,O0330,I0113,Sale,27,2026-02-17,REF0035019
MOV035020,O0433,I0056,Sale,23,2025-09-20,REF0035020
MOV035021,O0259,I0088,Adjustment,1,2025-10-13,REF0035021
MOV035022,O0005,I0162,Stock In,10,2026-02-23,REF0035022
MOV035023,O0164,I0060,Sale,6,2026-08-24,REF0035023
MOV035024,O0068,I0030,Sale,16,2025-10-06,REF0035024
MOV035025,O0059,I0022,Adjustment,1,2026-06-11,REF0035025
MOV035026,O0035,I0196,Stock In,29,2026-05-15,REF0035026
MOV035027,O0402,I0138,Sale,5,2026-04-16,REF0035027
MOV035028,O0025,I0010,Sale,29,2026-02-17,REF0035028
MOV035029,O0080,I0011,Sale,9,2026-01-30,REF0035029
MOV035030,O0031,I0006,Stock In,27,2026-01-13,REF0035030
MOV035031,O0359,I0120,Stock In,1,2026-06-24,REF0035031
MOV035032,O0191,I0276,Sale,19,2026-07-16,REF0035032
MOV035033,O0193,I0277,Return,7,2026-05-02,REF0035033
MOV035034,O0050,I0022,Sale,27,2026-03-14,REF0035034
MOV035035,O0498,I0138,Sale,3,2026-03-17,REF0035035
MOV035036,O0097,I0025,Return,3,2025-10-04,REF0035036
MOV035037,O0240,I0077,Sale,7,2026-04-23,REF0035037
MOV035038,O0422,I0034,Sale,19,2026-08-05,REF0035038
MOV035039,O0106,I0040,Sale,19,2026-05-26,REF0035039
MOV035040,O0261,I0088,Stock In,25,2026-04-08,REF0035040
MOV035041,O0190,I0276,Sale,3,2025-09-11,REF0035041
MOV035042,O0469,I0024,Sale,23,2026-02-16,REF0035042
MOV035043,O0487,I0025,Adjustment,1,2026-07-17,REF0035043
MOV035044,O0078,I0014,Stock In,12,2025-09-10,REF0035044
MOV035045,O0028,I0011,Return,2,2026-08-09,REF0035045
MOV035046,O0324,I0113,Stock In,18,2026-01-13,REF0035046
MOV035047,O0191,I0271,Stock In,29,2025-11-14,REF0035047
MOV035048,O0045,I0022,Adjustment,1,2026-04-06,REF0035048
MOV035049,O0416,I0025,Transfer,17,2025-12-22,REF0035049
MOV035050,O0340,I0111,Stock In,18,2026-08-04,REF0035050
MOV035051,O0385,I0133,Sale,20,2026-07-26,REF0035051
MOV035052,O0457,I0049,Sale,1,2026-05-12,REF0035052
MOV035053,O0205,I0072,Sale,21,2026-08-19,REF0035053
MOV035054,O0109,I0038,Transfer,4,2025-11-25,REF0035054
MOV035055,O0430,I0036,Adjustment,21,2026-04-02,REF0035055
MOV035056,O0193,I0270,Return,7,2026-07-24,REF0035056
MOV035057,O0371,I0129,Stock In,22,2025-10-20,REF0035057
MOV035058,O0249,I0085,Stock In,26,2026-04-06,REF0035058
MOV035059,O0101,I0042,Stock In,9,2025-12-01,REF0035059
MOV035060,O0015,I0191,Stock In,12,2026-03-27,REF0035060
MOV035061,O0056,I0023,Sale,13,2025-12-18,REF0035061
MOV035062,O0028,I0014,Stock In,10,2025-11-03,REF0035062
MOV035063,O0124,I0049,Adjustment,23,2026-02-18,REF0035063
MOV035064,O0465,I0025,Adjustment,24,2025-11-24,REF0035064
MOV035065,O0037,I0197,Return,27,2026-01-17,REF0035065
MOV035066,O0140,I0053,Sale,15,2026-02-07,REF0035066
MOV035067,O0290,I0094,Stock In,3,2026-02-24,REF0035067
MOV035068,O0167,I0060,Stock In,11,2026-08-23,REF0035068
MOV035069,O0223,I0077,Sale,18,2026-03-28,REF0035069
MOV035070,O0039,I0191,Stock In,19,2025-09-02,REF0035070
MOV035071,O0017,I0164,Sale,11,2026-07-19,REF0035071
MOV035072,O0155,I0065,Sale,7,2025-09-10,REF0035072
MOV035073,O0095,I0020,Stock In,20,2025-12-05,REF0035073
MOV035074,O0006,I0198,Stock In,28,2026-01-20,REF0035074
MOV035075,O0222,I0077,Stock In,2,2025-10-09,REF0035075
MOV035076,O0064,I0027,Sale,11,2025-12-05,REF0035076
MOV035077,O0288,I0095,Transfer,22,2025-12-29,REF0035077
MOV035078,O0240,I0079,Sale,22,2026-03-30,REF0035078
MOV035079,O0265,I0092,Sale,3,2026-08-10,REF0035079
MOV035080,O0324,I0109,Stock In,22,2025-12-24,REF0035080
MOV035081,O0313,I0107,Sale,6,2026-04-08,REF0035081
MOV035082,O0048,I0020,Sale,7,2025-12-13,REF0035082
MOV035083,O0134,I0055,Return,25,2026-03-19,REF0035083
MOV035084,O0228,I0079,Stock In,8,2026-05-14,REF0035084
MOV035085,O0330,I0111,Adjustment,20,2026-06-05,REF0035085
MOV035086,O0167,I0061,Sale,2,2025-11-08,REF0035086
MOV035087,O0210,I0074,Sale,25,2026-08-30,REF0035087
MOV035088,O0005,I0002,Sale,18,2026-03-31,REF0035088
MOV035089,O0317,I0105,Transfer,18,2026-07-10,REF0035089
MOV035090,O0324,I0111,Sale,8,2025-12-30,REF0035090
MOV035091,O0019,I0167,Sale,17,2026-06-04,REF0035091
MOV035092,O0480,I0104,Stock In,23,2025-09-10,REF0035092
MOV035093,O0196,I0069,Sale,24,2026-03-10,REF0035093
MOV035094,O0260,I0090,Sale,11,2025-11-04,REF0035094
MOV035095,O0150,I0065,Stock In,24,2026-01-08,REF0035095
MOV035096,O0204,I0075,Sale,10,2025-11-04,REF0035096
MOV035097,O0014,I0190,Transfer,17,2026-08-20,REF0035097
MOV035098,O0196,I0275,Sale,19,2026-08-21,REF0035098
MOV035099,O0037,I0006,Sale,24,2025-11-01,REF0035099
MOV035100,O0014,I0172,Stock In,25,2026-01-23,REF0035100
MOV035101,O0223,I0080,Stock In,13,2026-02-04,REF0035101
MOV035102,O0038,I0161,Transfer,13,2026-01-06,REF0035102
MOV035103,O0009,I0002,Transfer,5,2026-04-03,REF0035103
MOV035104,O0419,I0022,Sale,5,2025-11-11,REF0035104
MOV035105,O0262,I0087,Transfer,1,2026-06-14,REF0035105
MOV035106,O0339,I0111,Stock In,7,2025-10-11,REF0035106
MOV035107,O0145,I0065,Sale,17,2026-03-08,REF0035107
MOV035108,O0108,I0039,Sale,7,2025-12-02,REF0035108
MOV035109,O0447,I0075,Sale,24,2025-09-02,REF0035109
MOV035110,O0188,I0269,Sale,10,2026-02-18,REF0035110
MOV035111,O0395,I0137,Sale,12,2026-07-29,REF0035111
MOV035112,O0415,I0021,Transfer,30,2025-09-02,REF0035112
MOV035113,O0390,I0133,Stock In,14,2026-02-18,REF0035113
MOV035114,O0414,I0019,Sale,18,2025-12-16,REF0035114
MOV035115,O0354,I0118,Sale,7,2026-01-07,REF0035115
MOV035116,O0441,I0073,Sale,14,2026-03-13,REF0035116
MOV035117,O0346,I0117,Stock In,6,2026-02-10,REF0035117
MOV035118,O0014,I0002,Sale,15,2025-12-25,REF0035118
MOV035119,O0066,I0027,Sale,12,2025-11-17,REF0035119
MOV035120,O0085,I0033,Return,25,2025-09-17,REF0035120
MOV035121,O0186,I0267,Stock In,9,2025-11-19,REF0035121
MOV035122,O0487,I0024,Stock In,22,2026-05-20,REF0035122
MOV035123,O0291,I0098,Transfer,30,2026-04-16,REF0035123
MOV035124,O0419,I0020,Sale,12,2026-04-27,REF0035124
MOV035125,O0015,I0171,Sale,12,2026-06-02,REF0035125
MOV035126,O0010,I0192,Sale,24,2026-01-22,REF0035126
MOV035127,O0419,I0018,Transfer,4,2026-06-09,REF0035127
MOV035128,O0035,I0190,Sale,1,2026-05-01,REF0035128
MOV035129,O0186,I0067,Stock In,30,2026-05-27,REF0035129
MOV035130,O0039,I0172,Stock In,19,2026-08-28,REF0035130
MOV035131,O0197,I0272,Sale,15,2026-03-27,REF0035131
MOV035132,O0203,I0075,Stock In,9,2025-09-24,REF0035132
MOV035133,O0468,I0018,Sale,26,2025-09-24,REF0035133
MOV035134,O0013,I0006,Sale,24,2026-06-02,REF0035134
MOV035135,O0165,I0063,Adjustment,29,2025-10-12,REF0035135
MOV035136,O0031,I0193,Stock In,9,2026-07-04,REF0035136
MOV035137,O0336,I0113,Stock In,16,2026-03-28,REF0035137
MOV035138,O0485,I0023,Stock In,14,2026-05-16,REF0035138
MOV035139,O0422,I0036,Transfer,26,2026-07-30,REF0035139
MOV035140,O0151,I0063,Transfer,7,2026-06-06,REF0035140
MOV035141,O0288,I0095,Stock In,28,2026-02-05,REF0035141
MOV035142,O0139,I0053,Sale,29,2025-10-13,REF0035142
MOV035143,O0203,I0073,Adjustment,18,2026-05-16,REF0035143
MOV035144,O0015,I0191,Sale,30,2025-09-08,REF0035144
MOV035145,O0005,I0193,Transfer,23,2025-09-17,REF0035145
MOV035146,O0323,I0113,Sale,14,2026-02-11,REF0035146
MOV035147,O0321,I0113,Stock In,24,2026-01-26,REF0035147
MOV035148,O0044,I0019,Return,11,2026-01-21,REF0035148
MOV035149,O0031,I0193,Stock In,12,2026-03-25,REF0035149
MOV035150,O0411,I0018,Stock In,3,2025-10-22,REF0035150
MOV035151,O0020,I0199,Sale,5,2026-06-20,REF0035151
MOV035152,O0290,I0099,Sale,26,2026-04-09,REF0035152
MOV035153,O0208,I0074,Adjustment,9,2026-08-17,REF0035153
MOV035154,O0038,I0001,Stock In,9,2026-07-26,REF0035154
MOV035155,O0080,I0013,Sale,27,2025-12-09,REF0035155
MOV035156,O0115,I0046,Sale,9,2026-05-24,REF0035156
MOV035157,O0278,I0092,Sale,1,2026-07-05,REF0035157
MOV035158,O0007,I0161,Sale,4,2026-06-23,REF0035158
MOV035159,O0485,I0019,Stock In,12,2026-03-30,REF0035159
MOV035160,O0161,I0061,Transfer,14,2026-05-11,REF0035160
MOV035161,O0178,I0059,Sale,14,2025-10-05,REF0035161
MOV035162,O0457,I0050,Stock In,18,2026-05-22,REF0035162
MOV035163,O0040,I0162,Sale,5,2026-03-06,REF0035163
MOV035164,O0299,I0094,Sale,29,2025-10-07,REF0035164
MOV035165,O0033,I0168,Stock In,26,2025-12-23,REF0035165
MOV035166,O0427,I0036,Sale,13,2026-01-30,REF0035166
MOV035167,O0005,I0189,Stock In,17,2026-07-10,REF0035167
MOV035168,O0187,I0270,Sale,15,2026-04-01,REF0035168
MOV035169,O0069,I0031,Adjustment,1,2026-03-10,REF0035169
MOV035170,O0257,I0091,Adjustment,18,2025-12-14,REF0035170
MOV035171,O0033,I0169,Adjustment,11,2025-10-25,REF0035171
MOV035172,O0080,I0016,Stock In,28,2025-11-16,REF0035172
MOV035173,O0259,I0086,Sale,6,2026-07-13,REF0035173
MOV035174,O0102,I0039,Stock In,3,2026-08-23,REF0035174
MOV035175,O0067,I0028,Return,18,2026-08-16,REF0035175
MOV035176,O0132,I0054,Return,26,2025-09-10,REF0035176
MOV035177,O0160,I0062,Sale,25,2026-07-29,REF0035177
MOV035178,O0336,I0112,Adjustment,2,2025-11-02,REF0035178
MOV035179,O0251,I0091,Stock In,7,2026-08-05,REF0035179
MOV035180,O0393,I0135,Stock In,17,2025-09-11,REF0035180
MOV035181,O0184,I0270,Transfer,4,2026-02-16,REF0035181
MOV035182,O0192,I0272,Sale,12,2026-05-16,REF0035182
MOV035183,O0332,I0111,Sale,22,2026-07-16,REF0035183
MOV035184,O0436,I0054,Stock In,7,2026-03-13,REF0035184
MOV035185,O0058,I0025,Sale,3,2025-12-18,REF0035185
MOV035186,O0277,I0086,Sale,20,2026-06-29,REF0035186
MOV035187,O0467,I0024,Sale,14,2026-02-12,REF0035187
MOV035188,O0170,I0062,Stock In,30,2026-04-22,REF0035188
MOV035189,O0185,I0271,Sale,21,2026-04-22,REF0035189
MOV035190,O0462,I0022,Stock In,19,2026-01-25,REF0035190
MOV035191,O0380,I0129,Adjustment,1,2026-04-25,REF0035191
MOV035192,O0073,I0015,Return,24,2026-08-26,REF0035192
MOV035193,O0072,I0013,Stock In,24,2026-01-04,REF0035193
MOV035194,O0208,I0075,Transfer,18,2025-09-16,REF0035194
MOV035195,O0340,I0110,Stock In,3,2026-05-17,REF0035195
MOV035196,O0020,I0190,Transfer,30,2026-06-16,REF0035196
MOV035197,O0066,I0029,Sale,18,2026-02-02,REF0035197
MOV035198,O0349,I0114,Transfer,19,2026-03-26,REF0035198
MOV035199,O0196,I0067,Sale,24,2026-05-19,REF0035199
MOV035200,O0466,I0023,Sale,20,2025-09-10,REF0035200
MOV035201,O0190,I0276,Adjustment,29,2025-09-27,REF0035201
MOV035202,O0020,I0197,Transfer,12,2026-02-23,REF0035202
MOV035203,O0471,I0102,Transfer,21,2026-06-22,REF0035203
MOV035204,O0013,I0165,Adjustment,2,2026-06-19,REF0035204
MOV035205,O0426,I0034,Adjustment,14,2025-10-04,REF0035205
MOV035206,O0197,I0275,Sale,4,2026-05-06,REF0035206
MOV035207,O0312,I0106,Sale,19,2025-10-17,REF0035207
MOV035208,O0387,I0130,Sale,20,2025-10-31,REF0035208
MOV035209,O0037,I0159,Sale,23,2026-05-22,REF0035209
MOV035210,O0157,I0063,Adjustment,30,2025-10-09,REF0035210
MOV035211,O0103,I0039,Sale,27,2026-01-01,REF0035211
MOV035212,O0121,I0052,Return,14,2026-05-01,REF0035212
MOV035213,O0034,I0172,Sale,25,2026-07-28,REF0035213
MOV035214,O0057,I0023,Sale,29,2026-02-07,REF0035214
MOV035215,O0035,I0199,Sale,18,2025-09-15,REF0035215
MOV035216,O0464,I0023,Sale,7,2025-11-13,REF0035216
MOV035217,O0483,I0022,Sale,9,2025-11-30,REF0035217
MOV035218,O0291,I0095,Sale,2,2026-05-23,REF0035218
MOV035219,O0432,I0056,Sale,9,2026-07-20,REF0035219
MOV035220,O0214,I0076,Transfer,11,2026-01-23,REF0035220
MOV035221,O0144,I0062,Transfer,20,2025-10-14,REF0035221
MOV035222,O0013,I0196,Sale,19,2026-03-14,REF0035222
MOV035223,O0320,I0105,Stock In,24,2026-03-29,REF0035223
MOV035224,O0223,I0079,Adjustment,15,2026-08-24,REF0035224
MOV035225,O0012,I0170,Stock In,26,2025-09-18,REF0035225
MOV035226,O0089,I0036,Sale,21,2026-01-10,REF0035226
MOV035227,O0439,I0054,Stock In,3,2026-07-12,REF0035227
MOV035228,O0276,I0092,Sale,11,2026-05-09,REF0035228
MOV035229,O0304,I0095,Sale,19,2026-01-09,REF0035229
MOV035230,O0013,I0193,Sale,26,2026-04-11,REF0035230
MOV035231,O0151,I0063,Sale,18,2026-01-25,REF0035231
MOV035232,O0262,I0092,Stock In,20,2026-01-30,REF0035232
MOV035233,O0411,I0022,Return,11,2026-03-07,REF0035233
MOV035234,O0009,I0159,Sale,28,2025-12-13,REF0035234
MOV035235,O0175,I0058,Sale,22,2026-08-10,REF0035235
MOV035236,O0140,I0053,Return,8,2026-08-19,REF0035236
MOV035237,O0416,I0020,Sale,11,2026-03-04,REF0035237
MOV035238,O0412,I0022,Return,10,2026-02-09,REF0035238
MOV035239,O0444,I0074,Adjustment,8,2025-09-12,REF0035239
MOV035240,O0470,I0021,Sale,13,2026-03-20,REF0035240
MOV035241,O0186,I0070,Sale,7,2026-06-30,REF0035241
MOV035242,O0298,I0093,Stock In,24,2026-07-23,REF0035242
MOV035243,O0020,I0192,Stock In,27,2026-01-16,REF0035243
MOV035244,O0477,I0104,Sale,22,2025-09-23,REF0035244
MOV035245,O0049,I0024,Sale,22,2026-07-11,REF0035245
MOV035246,O0401,I0140,Sale,9,2025-11-27,REF0035246
MOV035247,O0194,I0263,Sale,11,2026-02-16,REF0035247
MOV035248,O0403,I0139,Stock In,25,2025-10-15,REF0035248
MOV035249,O0287,I0094,Stock In,8,2026-05-19,REF0035249
MOV035250,O0007,I0166,Stock In,30,2026-03-29,REF0035250
MOV035251,O0069,I0027,Stock In,1,2026-04-25,REF0035251
MOV035252,O0176,I0059,Stock In,14,2026-04-18,REF0035252
MOV035253,O0288,I0095,Stock In,22,2026-05-31,REF0035253
MOV035254,O0441,I0075,Sale,13,2026-01-07,REF0035254
MOV035255,O0209,I0073,Sale,1,2025-10-14,REF0035255
MOV035256,O0092,I0024,Stock In,12,2025-11-21,REF0035256
MOV035257,O0072,I0015,Stock In,17,2026-08-27,REF0035257
MOV035258,O0058,I0022,Sale,6,2026-03-18,REF0035258
MOV035259,O0205,I0075,Sale,26,2026-07-10,REF0035259
MOV035260,O0473,I0102,Sale,27,2026-07-20,REF0035260
MOV035261,O0419,I0019,Transfer,10,2026-06-20,REF0035261
MOV035262,O0039,I0198,Stock In,9,2026-03-23,REF0035262
MOV035263,O0337,I0110,Sale,17,2025-09-30,REF0035263
MOV035264,O0008,I0006,Sale,18,2025-10-21,REF0035264
MOV035265,O0186,I0277,Stock In,21,2025-10-04,REF0035265
MOV035266,O0190,I0263,Sale,12,2026-05-21,REF0035266
MOV035267,O0460,I0052,Stock In,16,2025-12-02,REF0035267
MOV035268,O0030,I0014,Stock In,8,2026-02-12,REF0035268
MOV035269,O0380,I0129,Transfer,17,2026-05-18,REF0035269
MOV035270,O0481,I0023,Stock In,17,2026-04-01,REF0035270
MOV035271,O0302,I0096,Sale,5,2025-11-11,REF0035271
MOV035272,O0091,I0022,Sale,19,2026-02-05,REF0035272
MOV035273,O0031,I0168,Sale,25,2026-06-25,REF0035273
MOV035274,O0143,I0062,Stock In,29,2026-07-18,REF0035274
MOV035275,O0152,I0059,Adjustment,2,2026-05-12,REF0035275
MOV035276,O0486,I0018,Sale,2,2026-08-04,REF0035276
MOV035277,O0159,I0063,Transfer,29,2025-11-02,REF0035277
MOV035278,O0300,I0098,Stock In,22,2026-02-14,REF0035278
MOV035279,O0233,I0081,Stock In,29,2025-11-03,REF0035279
MOV035280,O0013,I0201,Stock In,8,2026-01-29,REF0035280
MOV035281,O0335,I0112,Stock In,8,2025-10-23,REF0035281
MOV035282,O0479,I0102,Transfer,9,2025-12-17,REF0035282
MOV035283,O0203,I0075,Stock In,6,2025-12-17,REF0035283
MOV035284,O0364,I0123,Stock In,16,2026-05-29,REF0035284
MOV035285,O0477,I0102,Sale,4,2026-05-23,REF0035285
MOV035286,O0260,I0090,Transfer,5,2026-06-18,REF0035286
MOV035287,O0434,I0053,Stock In,9,2025-10-28,REF0035287
MOV035288,O0411,I0020,Stock In,11,2026-08-25,REF0035288
MOV035289,O0426,I0037,Sale,27,2026-02-24,REF0035289
MOV035290,O0003,I0189,Sale,9,2026-06-16,REF0035290
MOV035291,O0257,I0091,Sale,2,2025-11-04,REF0035291
MOV035292,O0237,I0081,Sale,19,2026-05-31,REF0035292
MOV035293,O0357,I0121,Sale,7,2025-12-07,REF0035293
MOV035294,O0379,I0126,Stock In,5,2026-06-04,REF0035294
MOV035295,O0121,I0049,Stock In,26,2026-02-16,REF0035295
MOV035296,O0269,I0086,Transfer,3,2025-12-29,REF0035296
MOV035297,O0230,I0078,Transfer,8,2026-08-17,REF0035297
MOV035298,O0425,I0035,Adjustment,19,2026-03-25,REF0035298
MOV035299,O0146,I0062,Sale,15,2026-01-01,REF0035299
MOV035300,O0480,I0102,Transfer,25,2026-02-20,REF0035300
MOV035301,O0167,I0062,Transfer,23,2025-11-23,REF0035301
MOV035302,O0401,I0142,Adjustment,30,2025-11-19,REF0035302
MOV035303,O0320,I0106,Sale,14,2025-12-31,REF0035303
MOV035304,O0288,I0093,Sale,23,2025-10-11,REF0035304
MOV035305,O0497,I0139,Sale,7,2026-08-06,REF0035305
MOV035306,O0325,I0111,Sale,1,2026-08-14,REF0035306
MOV035307,O0406,I0140,Sale,6,2025-12-01,REF0035307
MOV035308,O0283,I0096,Return,8,2025-11-09,REF0035308
MOV035309,O0121,I0049,Stock In,21,2025-12-09,REF0035309
MOV035310,O0032,I0006,Adjustment,15,2026-02-10,REF0035310
MOV035311,O0200,I0276,Stock In,1,2026-03-20,REF0035311
MOV035312,O0016,I0005,Stock In,2,2026-08-06,REF0035312
MOV035313,O0037,I0199,Stock In,15,2026-07-17,REF0035313
MOV035314,O0264,I0087,Return,2,2025-10-22,REF0035314
MOV035315,O0182,I0263,Sale,7,2026-03-27,REF0035315
MOV035316,O0429,I0034,Sale,8,2026-08-07,REF0035316
MOV035317,O0182,I0268,Sale,19,2026-02-10,REF0035317
MOV035318,O0461,I0023,Stock In,3,2026-08-31,REF0035318
MOV035319,O0121,I0049,Stock In,16,2026-08-31,REF0035319
MOV035320,O0170,I0064,Sale,17,2026-05-16,REF0035320
MOV035321,O0172,I0063,Transfer,24,2026-05-29,REF0035321
MOV035322,O0076,I0014,Stock In,12,2026-01-22,REF0035322
MOV035323,O0008,I0202,Sale,15,2026-06-05,REF0035323
MOV035324,O0149,I0059,Stock In,21,2026-01-30,REF0035324
MOV035325,O0231,I0078,Stock In,10,2026-05-03,REF0035325
MOV035326,O0283,I0098,Sale,3,2025-12-15,REF0035326
MOV035327,O0145,I0062,Stock In,29,2025-10-01,REF0035327
MOV035328,O0019,I0002,Sale,25,2025-12-16,REF0035328
MOV035329,O0456,I0050,Sale,26,2026-07-06,REF0035329
MOV035330,O0003,I0199,Stock In,17,2025-10-21,REF0035330
MOV035331,O0458,I0049,Sale,7,2026-01-06,REF0035331
MOV035332,O0146,I0062,Adjustment,17,2026-05-11,REF0035332
MOV035333,O0188,I0269,Transfer,6,2025-12-19,REF0035333
MOV035334,O0193,I0070,Stock In,21,2025-12-04,REF0035334
MOV035335,O0380,I0129,Sale,30,2026-02-13,REF0035335
MOV035336,O0373,I0128,Return,9,2025-11-04,REF0035336
MOV035337,O0041,I0019,Sale,1,2026-02-10,REF0035337
MOV035338,O0191,I0276,Adjustment,27,2026-03-29,REF0035338
MOV035339,O0160,I0061,Sale,21,2026-06-05,REF0035339
MOV035340,O0315,I0106,Sale,21,2026-03-11,REF0035340
MOV035341,O0108,I0042,Stock In,22,2026-05-09,REF0035341
MOV035342,O0268,I0087,Sale,17,2025-11-03,REF0035342
MOV035343,O0142,I0061,Return,19,2025-10-10,REF0035343
MOV035344,O0188,I0069,Sale,12,2026-08-26,REF0035344
MOV035345,O0349,I0117,Transfer,29,2026-02-23,REF0035345
MOV035346,O0047,I0019,Stock In,30,2025-10-20,REF0035346
MOV035347,O0346,I0115,Sale,26,2026-03-13,REF0035347
MOV035348,O0140,I0053,Transfer,22,2026-08-18,REF0035348
MOV035349,O0018,I0002,Stock In,7,2026-02-01,REF0035349
MOV035350,O0425,I0034,Sale,26,2026-05-12,REF0035350
MOV035351,O0235,I0079,Sale,23,2026-04-22,REF0035351
MOV035352,O0190,I0275,Transfer,28,2026-02-19,REF0035352
MOV035353,O0004,I0161,Sale,1,2026-05-04,REF0035353
MOV035354,O0178,I0062,Adjustment,13,2025-11-16,REF0035354
MOV035355,O0091,I0021,Sale,5,2025-09-16,REF0035355
MOV035356,O0344,I0117,Sale,16,2025-11-20,REF0035356
MOV035357,O0172,I0062,Sale,3,2026-08-21,REF0035357
MOV035358,O0188,I0273,Sale,3,2026-05-30,REF0035358
MOV035359,O0280,I0086,Sale,11,2026-02-28,REF0035359
MOV035360,O0485,I0018,Stock In,9,2026-04-12,REF0035360
MOV035361,O0091,I0018,Stock In,9,2026-03-02,REF0035361
MOV035362,O0019,I0007,Stock In,19,2025-10-14,REF0035362
MOV035363,O0246,I0083,Sale,30,2025-12-31,REF0035363
MOV035364,O0309,I0096,Sale,23,2026-04-21,REF0035364
MOV035365,O0039,I0158,Stock In,22,2026-08-29,REF0035365
MOV035366,O0002,I0159,Sale,13,2026-03-25,REF0035366
MOV035367,O0440,I0056,Return,20,2025-10-13,REF0035367
MOV035368,O0183,I0273,Sale,30,2025-10-14,REF0035368
MOV035369,O0298,I0099,Return,2,2026-04-12,REF0035369
MOV035370,O0008,I0162,Adjustment,15,2026-08-04,REF0035370
MOV035371,O0030,I0017,Return,21,2026-07-17,REF0035371
MOV035372,O0340,I0112,Sale,30,2026-06-12,REF0035372
MOV035373,O0208,I0075,Transfer,28,2026-02-01,REF0035373
MOV035374,O0128,I0049,Stock In,24,2026-02-02,REF0035374
MOV035375,O0097,I0022,Stock In,8,2025-10-30,REF0035375
MOV035376,O0286,I0096,Stock In,20,2026-07-24,REF0035376
MOV035377,O0113,I0047,Return,29,2026-02-21,REF0035377
MOV035378,O0320,I0108,Sale,19,2026-03-17,REF0035378
MOV035379,O0183,I0068,Transfer,21,2026-06-18,REF0035379
MOV035380,O0386,I0131,Stock In,5,2026-01-24,REF0035380
MOV035381,O0202,I0075,Stock In,1,2026-01-28,REF0035381
MOV035382,O0401,I0142,Stock In,11,2026-01-18,REF0035382
MOV035383,O0470,I0018,Return,7,2026-02-20,REF0035383
MOV035384,O0157,I0064,Stock In,8,2026-07-03,REF0035384
MOV035385,O0323,I0113,Sale,30,2025-10-04,REF0035385
MOV035386,O0145,I0062,Stock In,25,2025-10-28,REF0035386
MOV035387,O0161,I0059,Stock In,10,2025-10-28,REF0035387
MOV035388,O0391,I0136,Sale,19,2026-03-10,REF0035388
MOV035389,O0149,I0061,Return,17,2026-01-07,REF0035389
MOV035390,O0161,I0061,Sale,19,2026-07-09,REF0035390
MOV035391,O0012,I0190,Transfer,16,2026-05-01,REF0035391
