outlet_id,item_id,inventory_id,minimum_stock,maximum_stock,current_stock,reorder_level,stock_status,last_updated
O0329,I0112,INV002682,28,66,30,32,Low Stock,2026-08-31
O0329,I0113,INV002683,12,92,89,14,Healthy,2026-08-31
O0329,I0109,INV002684,16,75,29,16,Healthy,2026-08-31
O0329,I0111,INV002685,10,40,90,18,Healthy,2026-08-31
O0330,I0111,INV002686,25,112,12,29,Critical,2026-08-31
O0330,I0113,INV002687,16,77,112,19,Healthy,2026-08-31
O0330,I0112,INV002688,9,61,71,13,Healthy,2026-08-31
O0330,I0110,INV002689,20,86,45,24,Healthy,2026-08-31
O0330,I0109,INV002690,10,67,60,18,Healthy,2026-08-31
O0331,I0111,INV002691,21,109,106,26,Healthy,2026-08-31
O0331,I0113,INV002692,13,72,29,22,Healthy,2026-08-31
O0331,I0109,INV002693,9,75,2,13,Critical,2026-08-31
O0331,I0112,INV002694,12,57,34,12,Healthy,2026-08-31
O0331,I0110,INV002695,29,123,86,32,Healthy,2026-08-31
O0332,I0110,INV002696,9,45,89,12,Healthy,2026-08-31
O0332,I0111,INV002697,17,82,34,24,Healthy,2026-08-31
O0332,I0109,INV002698,12,85,86,17,Healthy,2026-08-31
O0332,I0112,INV002699,30,59,112,39,Healthy,2026-08-31
O0332,I0113,INV002700,20,54,113,29,Healthy,2026-08-31
O0333,I0113,INV002701,15,80,61,20,Healthy,2026-08-31
O0333,I0110,INV002702,20,103,9,25,Critical,2026-08-31
O0333,I0112,INV002703,26,94,51,34,Healthy,2026-08-31
O0333,I0109,INV002704,16,105,11,23,Critical,2026-08-31
O0333,I0111,INV002705,9,52,56,17,Healthy,2026-08-31
O0334,I0109,INV002706,15,72,74,23,Healthy,2026-08-31
O0334,I0113,INV002707,22,61,1,24,Critical,2026-08-31
O0334,I0111,INV002708,8,103,71,16,Healthy,2026-08-31
O0334,I0112,INV002709,23,116,46,31,Healthy,2026-08-31
O0334,I0110,INV002710,27,74,67,34,Healthy,2026-08-31
O0335,I0109,INV002711,13,55,50,19,Healthy,2026-08-31
O0335,I0111,INV002712,9,101,34,18,Healthy,2026-08-31
O0335,I0110,INV002713,30,56,41,33,Healthy,2026-08-31
O0335,I0113,INV002714,30,62,53,38,Healthy,2026-08-31
O0335,I0112,INV002715,27,98,17,33,Low Stock,2026-08-31
O0336,I0111,INV002716,30,123,94,38,Healthy,2026-08-31
O0336,I0110,INV002717,27,94,102,31,Healthy,2026-08-31
O0336,I0113,INV002718,29,95,52,30,Healthy,2026-08-31
O0336,I0109,INV002719,25,71,79,27,Healthy,2026-08-31
O0336,I0112,INV002720,11,71,46,16,Healthy,2026-08-31
O0337,I0112,INV002721,13,60,66,16,Healthy,2026-08-31
O0337,I0109,INV002722,8,43,62,15,Healthy,2026-08-31
O0337,I0111,INV002723,20,107,55,21,Healthy,2026-08-31
O0337,I0113,INV002724,12,93,77,19,Healthy,2026-08-31
O0337,I0110,INV002725,25,105,48,32,Healthy,2026-08-31
O0338,I0110,INV002726,16,72,73,23,Healthy,2026-08-31
O0338,I0111,INV002727,18,60,32,19,Healthy,2026-08-31
O0338,I0112,INV002728,26,98,66,28,Healthy,2026-08-31
O0338,I0109,INV002729,16,92,5,21,Critical,2026-08-31
O0338,I0113,INV002730,27,121,86,33,Healthy,2026-08-31
O0339,I0110,INV002731,20,99,63,24,Healthy,2026-08-31
O0339,I0113,INV002732,9,85,110,14,Healthy,2026-08-31
O0339,I0112,INV002733,27,57,68,36,Healthy,2026-08-31
O0339,I0109,INV002734,27,110,104,32,Healthy,2026-08-31
O0339,I0111,INV002735,14,106,72,14,Healthy,2026-08-31
O0340,I0111,INV002736,27,96,3,35,Critical,2026-08-31
O0340,I0113,INV002737,28,116,113,30,Healthy,2026-08-31
O0340,I0112,INV002738,26,51,18,34,Low Stock,2026-08-31
O0340,I0109,INV002739,13,50,91,13,Healthy,2026-08-31
O0340,I0110,INV002740,13,112,104,22,Healthy,2026-08-31
O0341,I0116,INV002741,9,88,25,16,Healthy,2026-08-31
O0341,I0117,INV002742,19,63,107,20,Healthy,2026-08-31
O0341,I0115,INV002743,10,75,66,17,Healthy,2026-08-31
O0341,I0114,INV002744,30,124,111,32,Healthy,2026-08-31
O0342,I0115,INV002745,25,71,87,25,Healthy,2026-08-31
O0342,I0117,INV002746,23,79,19,28,Low Stock,2026-08-31
O0342,I0116,INV002747,23,69,55,31,Healthy,2026-08-31
O0342,I0114,INV002748,12,56,41,16,Healthy,2026-08-31
O0343,I0115,INV002749,10,103,56,18,Healthy,2026-08-31
O0343,I0116,INV002750,8,55,45,13,Healthy,2026-08-31
O0343,I0117,INV002751,10,91,61,18,Healthy,2026-08-31
O0343,I0114,INV002752,13,46,34,15,Healthy,2026-08-31
O0344,I0116,INV002753,10,96,50,15,Healthy,2026-08-31
O0344,I0115,INV002754,12,56,109,16,Healthy,2026-08-31
O0344,I0114,INV002755,13,96,105,21,Healthy,2026-08-31
O0344,I0117,INV002756,16,102,58,23,Healthy,2026-08-31
O0345,I0114,INV002757,25,124,34,31,Healthy,2026-08-31
O0345,I0117,INV002758,23,102,99,24,Healthy,2026-08-31
O0345,I0116,INV002759,9,55,79,15,Healthy,2026-08-31
O0345,I0115,INV002760,27,109,95,27,Healthy,2026-08-31
O0346,I0116,INV002761,14,75,25,17,Healthy,2026-08-31
O0346,I0115,INV002762,12,48,15,17,Low Stock,2026-08-31
O0346,I0114,INV002763,17,58,16,26,Low Stock,2026-08-31
O0346,I0117,INV002764,19,72,72,28,Healthy,2026-08-31
O0347,I0117,INV002765,8,44,48,13,Healthy,2026-08-31
O0347,I0114,INV002766,23,82,106,30,Healthy,2026-08-31
O0347,I0116,INV002767,8,86,101,13,Healthy,2026-08-31
O0347,I0115,INV002768,18,73,16,22,Low Stock,2026-08-31
O0348,I0116,INV002769,19,114,10,24,Critical,2026-08-31
O0348,I0114,INV002770,29,63,90,35,Healthy,2026-08-31
O0348,I0117,INV002771,24,70,58,27,Healthy,2026-08-31
O0348,I0115,INV002772,17,44,106,26,Healthy,2026-08-31
O0349,I0114,INV002773,23,118,31,29,Healthy,2026-08-31
O0349,I0116,INV002774,22,73,17,30,Low Stock,2026-08-31
O0349,I0117,INV002775,29,61,117,34,Healthy,2026-08-31
O0349,I0115,INV002776,14,68,71,21,Healthy,2026-08-31
O0350,I0116,INV002777,11,47,114,18,Healthy,2026-08-31
O0350,I0115,INV002778,23,48,95,31,Healthy,2026-08-31
O0350,I0114,INV002779,10,52,72,19,Healthy,2026-08-31
O0350,I0117,INV002780,12,102,32,16,Healthy,2026-08-31
O0351,I0120,INV002781,17,48,114,18,Healthy,2026-08-31
O0351,I0118,INV002782,25,95,110,32,Healthy,2026-08-31
O0351,I0121,INV002783,15,63,93,19,Healthy,2026-08-31
O0351,I0119,INV002784,11,106,28,15,Healthy,2026-08-31
O0352,I0120,INV002785,18,97,109,19,Healthy,2026-08-31
O0352,I0118,INV002786,23,66,39,27,Healthy,2026-08-31
O0352,I0121,INV002787,23,68,26,27,Low Stock,2026-08-31
O0352,I0119,INV002788,18,65,74,22,Healthy,2026-08-31
O0353,I0118,INV002789,27,108,64,29,Healthy,2026-08-31
O0353,I0119,INV002790,27,126,28,36,Low Stock,2026-08-31
O0353,I0121,INV002791,30,58,101,30,Healthy,2026-08-31
O0353,I0120,INV002792,13,103,11,21,Low Stock,2026-08-31
O0354,I0120,INV002793,27,124,115,30,Healthy,2026-08-31
O0354,I0118,INV002794,21,67,24,26,Low Stock,2026-08-31
O0354,I0119,INV002795,15,84,21,19,Healthy,2026-08-31
O0354,I0121,INV002796,10,89,81,18,Healthy,2026-08-31
O0355,I0121,INV002797,30,95,39,39,Low Stock,2026-08-31
O0355,I0119,INV002798,21,96,63,26,Healthy,2026-08-31
O0355,I0120,INV002799,28,88,18,33,Low Stock,2026-08-31
O0355,I0118,INV002800,25,76,65,30,Healthy,2026-08-31
O0356,I0120,INV002801,18,48,78,27,Healthy,2026-08-31
O0356,I0119,INV002802,29,105,69,30,Healthy,2026-08-31
O0356,I0121,INV002803,29,119,111,38,Healthy,2026-08-31
O0356,I0118,INV002804,14,71,21,20,Healthy,2026-08-31
O0357,I0121,INV002805,9,35,25,10,Healthy,2026-08-31
O0357,I0119,INV002806,11,76,66,19,Healthy,2026-08-31
O0357,I0118,INV002807,19,72,14,23,Low Stock,2026-08-31
O0357,I0120,INV002808,9,70,119,12,Healthy,2026-08-31
O0358,I0120,INV002809,11,61,56,14,Healthy,2026-08-31
O0358,I0121,INV002810,14,50,7,20,Critical,2026-08-31
O0358,I0118,INV002811,21,75,77,27,Healthy,2026-08-31
O0358,I0119,INV002812,12,100,44,18,Healthy,2026-08-31
O0359,I0119,INV002813,9,99,71,13,Healthy,2026-08-31
O0359,I0121,INV002814,15,112,97,15,Healthy,2026-08-31
O0359,I0118,INV002815,19,89,29,23,Healthy,2026-08-31
O0359,I0120,INV002816,10,41,26,19,Healthy,2026-08-31
O0360,I0121,INV002817,13,76,70,19,Healthy,2026-08-31
O0360,I0120,INV002818,23,103,103,31,Healthy,2026-08-31
O0360,I0118,INV002819,24,61,93,26,Healthy,2026-08-31
O0360,I0119,INV002820,12,67,95,15,Healthy,2026-08-31
O0361,I0123,INV002821,25,120,86,26,Healthy,2026-08-31
O0361,I0122,INV002822,14,93,58,15,Healthy,2026-08-31
O0361,I0125,INV002823,19,117,57,21,Healthy,2026-08-31
O0361,I0124,INV002824,13,77,90,15,Healthy,2026-08-31
O0362,I0124,INV002825,21,48,89,25,Healthy,2026-08-31
O0362,I0122,INV002826,12,61,97,15,Healthy,2026-08-31
O0362,I0125,INV002827,27,99,5,34,Critical,2026-08-31
O0362,I0123,INV002828,26,53,72,31,Healthy,2026-08-31
O0363,I0122,INV002829,27,118,62,31,Healthy,2026-08-31
O0363,I0123,INV002830,24,115,11,25,Critical,2026-08-31
O0363,I0124,INV002831,21,86,45,28,Healthy,2026-08-31
O0363,I0125,INV002832,23,77,86,25,Healthy,2026-08-31
O0364,I0123,INV002833,19,97,0,25,Out of Stock,2026-08-31
O0364,I0122,INV002834,21,80,16,29,Low Stock,2026-08-31
O0364,I0125,INV002835,19,95,68,24,Healthy,2026-08-31
O0364,I0124,INV002836,21,59,86,29,Healthy,2026-08-31
O0365,I0124,INV002837,28,91,41,37,Healthy,2026-08-31
O0365,I0123,INV002838,20,89,118,29,Healthy,2026-08-31
O0365,I0122,INV002839,25,75,18,25,Low Stock,2026-08-31
O0365,I0125,INV002840,16,64,37,19,Healthy,2026-08-31
O0366,I0124,INV002841,14,81,106,20,Healthy,2026-08-31
O0366,I0122,INV002842,14,99,67,19,Healthy,2026-08-31
O0366,I0123,INV002843,23,67,63,28,Healthy,2026-08-31
O0366,I0125,INV002844,23,63,50,27,Healthy,2026-08-31
O0367,I0123,INV002845,17,100,29,18,Healthy,2026-08-31
O0367,I0124,INV002846,23,53,114,31,Healthy,2026-08-31
O0367,I0122,INV002847,25,97,6,34,Critical,2026-08-31
O0367,I0125,INV002848,19,52,60,25,Healthy,2026-08-31
O0368,I0123,INV002849,15,44,31,24,Healthy,2026-08-31
O0368,I0122,INV002850,26,63,35,34,Healthy,2026-08-31
O0368,I0124,INV002851,12,53,95,20,Healthy,2026-08-31
O0368,I0125,INV002852,27,121,75,32,Healthy,2026-08-31
O0369,I0125,INV002853,28,70,110,35,Healthy,2026-08-31
O0369,I0124,INV002854,26,122,26,30,Low Stock,2026-08-31
O0369,I0123,INV002855,8,36,89,17,Healthy,2026-08-31
O0369,I0122,INV002856,19,60,49,24,Healthy,2026-08-31
O0370,I0124,INV002857,14,55,101,16,Healthy,2026-08-31
O0370,I0125,INV002858,16,64,112,20,Healthy,2026-08-31
O0370,I0123,INV002859,28,89,41,30,Healthy,2026-08-31
O0370,I0122,INV002860,16,112,28,23,Healthy,2026-08-31
O0371,I0127,INV002861,10,48,110,13,Healthy,2026-08-31
O0371,I0128,INV002862,14,45,71,23,Healthy,2026-08-31
O0371,I0129,INV002863,9,55,69,10,Healthy,2026-08-31
O0371,I0126,INV002864,8,82,86,13,Healthy,2026-08-31
O0372,I0128,INV002865,29,68,102,38,Healthy,2026-08-31
O0372,I0129,INV002866,29,116,85,30,Healthy,2026-08-31
O0372,I0127,INV002867,23,76,87,31,Healthy,2026-08-31
O0372,I0126,INV002868,15,51,6,23,Critical,2026-08-31
O0373,I0128,INV002869,10,46,4,13,Critical,2026-08-31
O0373,I0126,INV002870,9,62,91,12,Healthy,2026-08-31
O0373,I0127,INV002871,26,67,83,31,Healthy,2026-08-31
O0373,I0129,INV002872,21,105,13,23,Low Stock,2026-08-31
O0374,I0129,INV002873,24,56,85,32,Healthy,2026-08-31
O0374,I0126,INV002874,24,71,8,26,Critical,2026-08-31
O0374,I0128,INV002875,27,80,45,32,Healthy,2026-08-31
O0374,I0127,INV002876,25,76,82,31,Healthy,2026-08-31
O0375,I0127,INV002877,17,112,53,23,Healthy,2026-08-31
O0375,I0128,INV002878,12,62,32,15,Healthy,2026-08-31
O0375,I0129,INV002879,13,86,62,20,Healthy,2026-08-31
O0375,I0126,INV002880,8,41,2,16,Critical,2026-08-31
O0376,I0128,INV002881,14,99,10,17,Low Stock,2026-08-31
O0376,I0127,INV002882,21,68,20,24,Low Stock,2026-08-31
O0376,I0126,INV002883,9,92,3,10,Critical,2026-08-31
O0376,I0129,INV002884,17,70,3,22,Critical,2026-08-31
O0377,I0128,INV002885,10,106,36,11,Healthy,2026-08-31
O0377,I0129,INV002886,26,95,55,30,Healthy,2026-08-31
O0377,I0127,INV002887,28,85,117,29,Healthy,2026-08-31
O0377,I0126,INV002888,22,115,77,22,Healthy,2026-08-31
O0378,I0129,INV002889,18,74,65,24,Healthy,2026-08-31
O0378,I0128,INV002890,17,74,90,24,Healthy,2026-08-31
O0378,I0127,INV002891,26,101,66,35,Healthy,2026-08-31
O0378,I0126,INV002892,28,64,27,32,Low Stock,2026-08-31
O0379,I0128,INV002893,25,65,8,34,Critical,2026-08-31
O0379,I0127,INV002894,26,55,115,34,Healthy,2026-08-31
O0379,I0126,INV002895,26,98,78,26,Healthy,2026-08-31
O0379,I0129,INV002896,10,94,103,19,Healthy,2026-08-31
O0380,I0126,INV002897,28,117,38,28,Healthy,2026-08-31
O0380,I0127,INV002898,21,52,23,21,Healthy,2026-08-31
O0380,I0129,INV002899,21,114,13,21,Low Stock,2026-08-31
O0380,I0128,INV002900,12,62,1,13,Critical,2026-08-31
O0381,I0133,INV002901,27,63,36,33,Healthy,2026-08-31
O0381,I0130,INV002902,19,108,87,26,Healthy,2026-08-31
O0381,I0132,INV002903,19,115,60,23,Healthy,2026-08-31
O0381,I0131,INV002904,29,64,67,34,Healthy,2026-08-31
O0382,I0131,INV002905,18,65,46,22,Healthy,2026-08-31
O0382,I0130,INV002906,26,113,42,31,Healthy,2026-08-31
O0382,I0133,INV002907,30,88,114,35,Healthy,2026-08-31
O0382,I0132,INV002908,19,56,70,19,Healthy,2026-08-31
O0383,I0133,INV002909,24,114,117,32,Healthy,2026-08-31
O0383,I0131,INV002910,10,46,29,16,Healthy,2026-08-31
O0383,I0132,INV002911,9,97,108,15,Healthy,2026-08-31
O0383,I0130,INV002912,25,102,77,29,Healthy,2026-08-31
O0384,I0131,INV002913,19,53,1,19,Critical,2026-08-31
O0384,I0133,INV002914,17,93,107,17,Healthy,2026-08-31
O0384,I0132,INV002915,11,78,3,19,Critical,2026-08-31
O0384,I0130,INV002916,27,72,21,31,Low Stock,2026-08-31
O0385,I0130,INV002917,23,59,63,32,Healthy,2026-08-31
O0385,I0132,INV002918,24,66,16,28,Low Stock,2026-08-31
O0385,I0133,INV002919,24,61,44,27,Healthy,2026-08-31
O0385,I0131,INV002920,14,90,116,15,Healthy,2026-08-31
O0386,I0130,INV002921,17,76,101,26,Healthy,2026-08-31
O0386,I0133,INV002922,23,104,65,28,Healthy,2026-08-31
O0386,I0132,INV002923,11,42,53,19,Healthy,2026-08-31
O0386,I0131,INV002924,22,78,12,26,Critical,2026-08-31
O0387,I0132,INV002925,11,55,91,18,Healthy,2026-08-31
O0387,I0133,INV002926,29,88,40,33,Healthy,2026-08-31
O0387,I0131,INV002927,30,127,8,33,Critical,2026-08-31
O0387,I0130,INV002928,16,111,17,17,Low Stock,2026-08-31
O0388,I0131,INV002929,22,108,75,23,Healthy,2026-08-31
O0388,I0130,INV002930,26,86,27,29,Low Stock,2026-08-31
O0388,I0132,INV002931,22,62,102,22,Healthy,2026-08-31
O0388,I0133,INV002932,11,44,32,12,Healthy,2026-08-31
O0389,I0132,INV002933,28,59,38,34,Healthy,2026-08-31
O0389,I0131,INV002934,14,67,105,23,Healthy,2026-08-31
O0389,I0133,INV002935,18,91,32,26,Healthy,2026-08-31
O0389,I0130,INV002936,12,105,93,17,Healthy,2026-08-31
O0390,I0131,INV002937,23,107,13,30,Critical,2026-08-31
O0390,I0133,INV002938,26,94,7,29,Critical,2026-08-31
O0390,I0132,INV002939,22,87,99,27,Healthy,2026-08-31
O0390,I0130,INV002940,30,70,34,34,Low Stock,2026-08-31
O0391,I0136,INV002941,13,91,53,14,Healthy,2026-08-31
O0391,I0134,INV002942,17,91,29,19,Healthy,2026-08-31
O0391,I0135,INV002943,8,72,76,17,Healthy,2026-08-31
O0391,I0137,INV002944,21,71,30,27,Healthy,2026-08-31
O0392,I0137,INV002945,8,95,97,8,Healthy,2026-08-31
O0392,I0135,INV002946,28,65,92,35,Healthy,2026-08-31
O0392,I0134,INV002947,21,114,110,22,Healthy,2026-08-31
O0392,I0136,INV002948,19,75,107,20,Healthy,2026-08-31
O0393,I0136,INV002949,17,92,24,20,Healthy,2026-08-31
O0393,I0135,INV002950,24,58,82,30,Healthy,2026-08-31
O0393,I0134,INV002951,11,94,15,17,Low Stock,2026-08-31
O0393,I0137,INV002952,12,104,35,20,Healthy,2026-08-31
O0394,I0135,INV002953,28,121,41,36,Healthy,2026-08-31
O0394,I0134,INV002954,16,63,83,23,Healthy,2026-08-31
O0394,I0136,INV002955,29,124,46,32,Healthy,2026-08-31
O0394,I0137,INV002956,10,45,31,10,Healthy,2026-08-31
O0395,I0137,INV002957,24,92,24,32,Low Stock,2026-08-31
O0395,I0134,INV002958,12,40,50,12,Healthy,2026-08-31
O0395,I0136,INV002959,29,83,76,32,Healthy,2026-08-31
O0395,I0135,INV002960,8,99,79,12,Healthy,2026-08-31
O0396,I0137,INV002961,27,55,36,27,Healthy,2026-08-31
O0396,I0134,INV002962,21,87,83,26,Healthy,2026-08-31
O0396,I0135,INV002963,19,93,20,19,Healthy,2026-08-31
O0396,I0136,INV002964,9,60,57,14,Healthy,2026-08-31
O0397,I0135,INV002965,11,79,24,17,Healthy,2026-08-31
O0397,I0134,INV002966,29,124,11,38,Critical,2026-08-31
O0397,I0137,INV002967,30,91,55,32,Healthy,2026-08-31
O0397,I0136,INV002968,18,48,110,27,Healthy,2026-08-31
O0398,I0137,INV002969,26,101,72,27,Healthy,2026-08-31
O0398,I0134,INV002970,15,42,60,15,Healthy,2026-08-31
O0398,I0135,INV002971,11,106,24,19,Healthy,2026-08-31
O0398,I0136,INV002972,25,107,48,32,Healthy,2026-08-31
O0399,I0134,INV002973,22,94,113,28,Healthy,2026-08-31
O0399,I0135,INV002974,30,91,21,31,Low Stock,2026-08-31
O0399,I0136,INV002975,22,78,22,26,Low Stock,2026-08-31
O0399,I0137,INV002976,25,109,96,27,Healthy,2026-08-31
O0400,I0134,INV002977,10,95,33,13,Healthy,2026-08-31
O0400,I0137,INV002978,18,64,24,21,Healthy,2026-08-31
O0400,I0135,INV002979,29,54,105,33,Healthy,2026-08-31
O0400,I0136,INV002980,28,65,28,32,Low Stock,2026-08-31
O0401,I0141,INV002981,21,85,91,27,Healthy,2026-08-31
O0401,I0139,INV002982,22,75,91,31,Healthy,2026-08-31
O0401,I0142,INV002983,15,53,15,17,Low Stock,2026-08-31
O0401,I0140,INV002984,25,96,57,27,Healthy,2026-08-31
O0401,I0138,INV002985,8,62,12,9,Healthy,2026-08-31
O0402,I0140,INV002986,19,104,96,23,Healthy,2026-08-31
O0402,I0139,INV002987,20,53,35,27,Healthy,2026-08-31
O0402,I0142,INV002988,11,77,3,18,Critical,2026-08-31
O0402,I0138,INV002989,26,54,86,32,Healthy,2026-08-31
O0402,I0141,INV002990,25,111,37,34,Healthy,2026-08-31
O0403,I0138,INV002991,19,110,60,24,Healthy,2026-08-31
O0403,I0140,INV002992,9,63,105,10,Healthy,2026-08-31
O0403,I0141,INV002993,16,112,109,21,Healthy,2026-08-31
O0403,I0142,INV002994,12,49,46,13,Healthy,2026-08-31
O0403,I0139,INV002995,10,80,103,13,Healthy,2026-08-31
O0404,I0139,INV002996,28,79,20,28,Low Stock,2026-08-31
O0404,I0138,INV002997,20,55,1,20,Critical,2026-08-31
O0404,I0141,INV002998,18,79,18,23,Low Stock,2026-08-31
O0404,I0140,INV002999,29,64,48,30,Healthy,2026-08-31
O0404,I0142,INV003000,13,83,29,18,Healthy,2026-08-31
O0405,I0141,INV003001,29,63,58,31,Healthy,2026-08-31
O0405,I0140,INV003002,18,105,102,18,Healthy,2026-08-31
O0405,I0142,INV003003,23,80,5,32,Critical,2026-08-31
O0405,I0138,INV003004,16,104,43,20,Healthy,2026-08-31
O0405,I0139,INV003005,26,86,72,30,Healthy,2026-08-31
O0406,I0138,INV003006,11,84,76,14,Healthy,2026-08-31
O0406,I0142,INV003007,19,51,65,27,Healthy,2026-08-31
O0406,I0140,INV003008,13,43,89,17,Healthy,2026-08-31
O0406,I0139,INV003009,17,90,47,23,Healthy,2026-08-31
O0406,I0141,INV003010,9,45,61,10,Healthy,2026-08-31
O0407,I0140,INV003011,30,127,3,34,Critical,2026-08-31
O0407,I0138,INV003012,11,79,49,14,Healthy,2026-08-31
O0407,I0142,INV003013,25,76,3,31,Critical,2026-08-31
O0407,I0139,INV003014,23,109,35,23,Healthy,2026-08-31
O0407,I0141,INV003015,19,90,24,20,Healthy,2026-08-31
O0408,I0139,INV003016,22,109,82,29,Healthy,2026-08-31
O0408,I0142,INV003017,9,69,21,12,Healthy,2026-08-31
O0408,I0140,INV003018,15,95,113,16,Healthy,2026-08-31
O0408,I0141,INV003019,13,51,22,22,Low Stock,2026-08-31
O0408,I0138,INV003020,24,67,37,33,Healthy,2026-08-31
O0409,I0141,INV003021,11,64,58,20,Healthy,2026-08-31
O0409,I0139,INV003022,23,87,32,32,Low Stock,2026-08-31
O0409,I0140,INV003023,11,92,45,12,Healthy,2026-08-31
O0409,I0142,INV003024,19,85,72,23,Healthy,2026-08-31
O0409,I0138,INV003025,22,116,17,27,Low Stock,2026-08-31
O0410,I0142,INV003026,8,67,14,14,Low Stock,2026-08-31
O0410,I0139,INV003027,9,100,29,18,Healthy,2026-08-31
O0410,I0140,INV003028,10,98,35,12,Healthy,2026-08-31
O0410,I0138,INV003029,13,90,10,21,Critical,2026-08-31
O0410,I0141,INV003030,24,94,76,28,Healthy,2026-08-31
O0411,I0021,INV003031,21,69,0,22,Out of Stock,2026-08-31
O0411,I0024,INV003032,8,76,36,17,Healthy,2026-08-31
O0411,I0020,INV003033,21,50,73,29,Healthy,2026-08-31
O0411,I0018,INV003034,29,95,111,38,Healthy,2026-08-31
O0411,I0023,INV003035,15,57,36,20,Healthy,2026-08-31
O0411,I0019,INV003036,30,81,49,38,Healthy,2026-08-31
O0411,I0025,INV003037,22,92,59,28,Healthy,2026-08-31
O0411,I0022,INV003038,20,70,116,22,Healthy,2026-08-31
O0412,I0024,INV003039,24,68,110,28,Healthy,2026-08-31
O0412,I0020,INV003040,25,96,105,26,Healthy,2026-08-31
O0412,I0022,INV003041,17,84,92,20,Healthy,2026-08-31
O0412,I0025,INV003042,15,60,18,22,Low Stock,2026-08-31
O0412,I0021,INV003043,27,121,65,35,Healthy,2026-08-31
O0412,I0018,INV003044,15,111,37,24,Healthy,2026-08-31
O0412,I0023,INV003045,8,43,6,14,Critical,2026-08-31
O0412,I0019,INV003046,14,45,89,19,Healthy,2026-08-31
O0413,I0024,INV003047,13,44,56,18,Healthy,2026-08-31
O0413,I0020,INV003048,9,68,112,13,Healthy,2026-08-31
O0413,I0021,INV003049,13,53,110,20,Healthy,2026-08-31
O0413,I0018,INV003050,30,59,22,32,Low Stock,2026-08-31
O0413,I0022,INV003051,19,110,34,26,Healthy,2026-08-31
O0413,I0019,INV003052,19,62,29,26,Healthy,2026-08-31
O0413,I0023,INV003053,13,105,3,22,Critical,2026-08-31
O0413,I0025,INV003054,9,101,114,12,Healthy,2026-08-31
O0414,I0020,INV003055,23,67,111,30,Healthy,2026-08-31
O0414,I0023,INV003056,21,52,100,26,Healthy,2026-08-31
O0414,I0021,INV003057,14,103,109,19,Healthy,2026-08-31
O0414,I0019,INV003058,17,84,105,18,Healthy,2026-08-31
O0414,I0022,INV003059,28,62,110,29,Healthy,2026-08-31
O0414,I0018,INV003060,28,56,17,29,Low Stock,2026-08-31
O0414,I0025,INV003061,28,98,13,34,Critical,2026-08-31
O0414,I0024,INV003062,12,84,1,13,Critical,2026-08-31
O0415,I0018,INV003063,24,116,57,24,Healthy,2026-08-31
O0415,I0024,INV003064,13,76,20,21,Low Stock,2026-08-31
O0415,I0023,INV003065,17,43,23,26,Low Stock,2026-08-31
O0415,I0022,INV003066,21,75,23,29,Low Stock,2026-08-31
O0415,I0019,INV003067,23,76,81,27,Healthy,2026-08-31
O0415,I0025,INV003068,16,93,47,16,Healthy,2026-08-31
O0415,I0020,INV003069,28,62,29,36,Low Stock,2026-08-31
O0415,I0021,INV003070,17,106,63,21,Healthy,2026-08-31
O0416,I0022,INV003071,25,96,56,31,Healthy,2026-08-31
O0416,I0024,INV003072,30,56,98,31,Healthy,2026-08-31
O0416,I0019,INV003073,23,87,8,32,Critical,2026-08-31
O0416,I0020,INV003074,21,118,8,23,Critical,2026-08-31
O0416,I0025,INV003075,19,114,101,25,Healthy,2026-08-31
O0416,I0023,INV003076,21,75,47,26,Healthy,2026-08-31
O0416,I0021,INV003077,26,108,34,32,Healthy,2026-08-31
O0416,I0018,INV003078,19,74,6,23,Critical,2026-08-31
O0417,I0023,INV003079,12,56,51,12,Healthy,2026-08-31
O0417,I0018,INV003080,11,66,8,15,Low Stock,2026-08-31
O0417,I0020,INV003081,18,50,64,22,Healthy,2026-08-31
O0417,I0024,INV003082,19,83,27,24,Healthy,2026-08-31
O0417,I0019,INV003083,13,47,19,19,Low Stock,2026-08-31
O0417,I0022,INV003084,19,50,91,23,Healthy,2026-08-31
O0417,I0025,INV003085,26,53,4,28,Critical,2026-08-31
O0417,I0021,INV003086,11,68,74,16,Healthy,2026-08-31
O0418,I0025,INV003087,14,48,45,15,Healthy,2026-08-31
O0418,I0024,INV003088,19,94,19,28,Low Stock,2026-08-31
O0418,I0022,INV003089,27,121,35,36,Low Stock,2026-08-31
O0418,I0020,INV003090,27,85,13,28,Critical,2026-08-31
O0418,I0021,INV003091,21,70,79,25,Healthy,2026-08-31
O0418,I0019,INV003092,10,53,42,13,Healthy,2026-08-31
O0418,I0018,INV003093,25,102,48,33,Healthy,2026-08-31
O0418,I0023,INV003094,19,77,37,21,Healthy,2026-08-31
O0419,I0020,INV003095,23,114,58,31,Healthy,2026-08-31
O0419,I0023,INV003096,29,126,13,31,Critical,2026-08-31
O0419,I0021,INV003097,11,82,37,18,Healthy,2026-08-31
O0419,I0024,INV003098,21,56,10,27,Critical,2026-08-31
O0419,I0025,INV003099,9,49,70,9,Healthy,2026-08-31
O0419,I0022,INV003100,17,103,75,25,Healthy,2026-08-31
O0419,I0019,INV003101,26,78,34,30,Healthy,2026-08-31
O0419,I0018,INV003102,21,98,36,29,Healthy,2026-08-31
O0420,I0025,INV003103,9,83,16,15,Healthy,2026-08-31
