attendance_id,staff_id,date,status,hours_worked
A015971,S01598,2026-08-01,Present,9.5
A015972,S01598,2026-08-02,Present,7.5
A015973,S01598,2026-08-03,Present,8.8
A015974,S01598,2026-08-04,Present,9.8
A015975,S01598,2026-08-05,Present,7.4
A015976,S01598,2026-08-06,Present,7.0
A015977,S01598,2026-08-07,Present,9.3
A015978,S01598,2026-08-08,Present,8.3
A015979,S01598,2026-08-09,Present,7.3
A015980,S01598,2026-08-10,Present,8.2
A015981,S01599,2026-08-01,Present,8.8
A015982,S01599,2026-08-02,Present,8.3
A015983,S01599,2026-08-03,Present,8.8
A015984,S01599,2026-08-04,Half Day,3.2
A015985,S01599,2026-08-05,Present,7.7
A015986,S01599,2026-08-06,Present,9.4
A015987,S01599,2026-08-07,Present,7.4
A015988,S01599,2026-08-08,Present,8.0
A015989,S01599,2026-08-09,Present,8.6
A015990,S01599,2026-08-10,Present,8.1
A015991,S01600,2026-08-01,Present,8.5
A015992,S01600,2026-08-02,Present,8.1
A015993,S01600,2026-08-03,Present,8.8
A015994,S01600,2026-08-04,Present,8.1
A015995,S01600,2026-08-05,Present,9.7
A015996,S01600,2026-08-06,Present,8.8
A015997,S01600,2026-08-07,Half Day,3.1
A015998,S01600,2026-08-08,Present,9.8
A015999,S01600,2026-08-09,Half Day,4.7
A016000,S01600,2026-08-10,Present,9.2
A016001,S01601,2026-08-01,Present,8.8
A016002,S01601,2026-08-02,Present,8.3
A016003,S01601,2026-08-03,Present,9.3
A016004,S01601,2026-08-04,Present,8.2
A016005,S01601,2026-08-05,Present,8.8
A016006,S01601,2026-08-06,Present,7.8
A016007,S01601,2026-08-07,Present,8.1
A016008,S01601,2026-08-08,Present,8.0
A016009,S01601,2026-08-09,Present,7.2
A016010,S01601,2026-08-10,Present,8.3
A016011,S01602,2026-08-01,Present,8.4
A016012,S01602,2026-08-02,Present,7.9
A016013,S01602,2026-08-03,Present,9.3
A016014,S01602,2026-08-04,Absent,0.0
A016015,S01602,2026-08-05,Present,8.5
A016016,S01602,2026-08-06,Half Day,4.2
A016017,S01602,2026-08-07,Present,7.3
A016018,S01602,2026-08-08,Present,8.5
A016019,S01602,2026-08-09,Present,9.4
A016020,S01602,2026-08-10,Present,9.6
A016021,S01603,2026-08-01,Present,7.8
A016022,S01603,2026-08-02,Present,7.9
A016023,S01603,2026-08-03,Absent,0.0
A016024,S01603,2026-08-04,Present,7.2
A016025,S01603,2026-08-05,Present,10.0
A016026,S01603,2026-08-06,Present,9.8
A016027,S01603,2026-08-07,Present,7.4
A016028,S01603,2026-08-08,Present,8.2
A016029,S01603,2026-08-09,Half Day,3.2
A016030,S01603,2026-08-10,Present,8.1
A016031,S01604,2026-08-01,Present,9.5
A016032,S01604,2026-08-02,Present,8.2
A016033,S01604,2026-08-03,Present,7.9
A016034,S01604,2026-08-04,Present,8.1
A016035,S01604,2026-08-05,Present,8.7
A016036,S01604,2026-08-06,Present,8.9
A016037,S01604,2026-08-07,Present,9.7
A016038,S01604,2026-08-08,Present,7.0
A016039,S01604,2026-08-09,Present,9.3
A016040,S01604,2026-08-10,Present,8.5
A016041,S01605,2026-08-01,Present,9.0
A016042,S01605,2026-08-02,Present,9.9
A016043,S01605,2026-08-03,Present,9.7
A016044,S01605,2026-08-04,Absent,0.0
A016045,S01605,2026-08-05,Present,9.8
A016046,S01605,2026-08-06,Present,9.2
A016047,S01605,2026-08-07,Present,8.4
A016048,S01605,2026-08-08,Present,8.0
A016049,S01605,2026-08-09,Present,8.8
A016050,S01605,2026-08-10,Present,7.3
A016051,S01606,2026-08-01,Present,8.4
A016052,S01606,2026-08-02,Absent,0.0
A016053,S01606,2026-08-03,Present,9.3
A016054,S01606,2026-08-04,Present,8.3
A016055,S01606,2026-08-05,Absent,0.0
A016056,S01606,2026-08-06,Present,9.8
A016057,S01606,2026-08-07,Present,9.2
A016058,S01606,2026-08-08,Present,8.3
A016059,S01606,2026-08-09,Present,7.8
A016060,S01606,2026-08-10,Present,9.1
A016061,S01607,2026-08-01,Present,7.5
A016062,S01607,2026-08-02,Present,7.2
A016063,S01607,2026-08-03,Half Day,4.0
A016064,S01607,2026-08-04,Present,9.9
A016065,S01607,2026-08-05,Present,8.6
A016066,S01607,2026-08-06,Half Day,4.0
A016067,S01607,2026-08-07,Present,9.4
A016068,S01607,2026-08-08,Present,7.2
A016069,S01607,2026-08-09,Present,8.3
A016070,S01607,2026-08-10,Present,9.6
A016071,S01608,2026-08-01,Present,7.1
A016072,S01608,2026-08-02,Half Day,4.3
A016073,S01608,2026-08-03,Present,8.0
A016074,S01608,2026-08-04,Present,7.2
A016075,S01608,2026-08-05,Present,8.0
A016076,S01608,2026-08-06,Present,8.0
A016077,S01608,2026-08-07,Present,9.8
A016078,S01608,2026-08-08,Present,8.9
A016079,S01608,2026-08-09,Present,8.5
A016080,S01608,2026-08-10,Present,8.4
A016081,S01609,2026-08-01,Present,7.9
A016082,S01609,2026-08-02,Present,7.4
A016083,S01609,2026-08-03,Present,9.9
A016084,S01609,2026-08-04,Present,9.8
A016085,S01609,2026-08-05,Present,8.8
A016086,S01609,2026-08-06,Present,7.1
A016087,S01609,2026-08-07,Half Day,4.7
A016088,S01609,2026-08-08,Present,8.1
A016089,S01609,2026-08-09,Present,8.7
A016090,S01609,2026-08-10,Present,8.4
A016091,S01610,2026-08-01,Present,9.8
A016092,S01610,2026-08-02,Present,7.8
A016093,S01610,2026-08-03,Present,8.3
A016094,S01610,2026-08-04,Present,7.1
A016095,S01610,2026-08-05,Present,9.2
A016096,S01610,2026-08-06,Present,8.8
A016097,S01610,2026-08-07,Present,9.5
A016098,S01610,2026-08-08,Present,8.4
A016099,S01610,2026-08-09,Present,8.0
A016100,S01610,2026-08-10,Present,7.6
A016101,S01611,2026-08-01,Present,7.8
A016102,S01611,2026-08-02,Present,9.1
A016103,S01611,2026-08-03,Present,8.0
A016104,S01611,2026-08-04,Present,7.8
A016105,S01611,2026-08-05,Present,7.5
A016106,S01611,2026-08-06,Present,7.1
A016107,S01611,2026-08-07,Half Day,3.5
A016108,S01611,2026-08-08,Present,9.1
A016109,S01611,2026-08-09,Present,9.2
A016110,S01611,2026-08-10,Present,8.9
A016111,S01612,2026-08-01,Present,8.2
A016112,S01612,2026-08-02,Present,9.1
A016113,S01612,2026-08-03,Present,7.0
A016114,S01612,2026-08-04,Present,7.4
A016115,S01612,2026-08-05,Present,9.2
A016116,S01612,2026-08-06,Present,9.6
A016117,S01612,2026-08-07,Present,8.8
A016118,S01612,2026-08-08,Half Day,3.8
A016119,S01612,2026-08-09,Absent,0.0
A016120,S01612,2026-08-10,Present,9.3
A016121,S01613,2026-08-01,Present,7.4
A016122,S01613,2026-08-02,Present,7.5
A016123,S01613,2026-08-03,Present,8.0
A016124,S01613,2026-08-04,Present,8.4
A016125,S01613,2026-08-05,Present,8.7
A016126,S01613,2026-08-06,Present,9.8
A016127,S01613,2026-08-07,Present,8.0
A016128,S01613,2026-08-08,Absent,0.0
A016129,S01613,2026-08-09,Present,9.7
A016130,S01613,2026-08-10,Present,8.7
A016131,S01614,2026-08-01,Half Day,3.5
A016132,S01614,2026-08-02,Present,9.6
A016133,S01614,2026-08-03,Half Day,5.0
A016134,S01614,2026-08-04,Present,9.0
A016135,S01614,2026-08-05,Present,8.2
A016136,S01614,2026-08-06,Present,9.3
A016137,S01614,2026-08-07,Present,7.5
A016138,S01614,2026-08-08,Present,8.4
A016139,S01614,2026-08-09,Half Day,3.8
A016140,S01614,2026-08-10,Present,9.2
A016141,S01615,2026-08-01,Present,10.0
A016142,S01615,2026-08-02,Present,7.6
A016143,S01615,2026-08-03,Present,8.3
A016144,S01615,2026-08-04,Absent,0.0
A016145,S01615,2026-08-05,Present,7.8
A016146,S01615,2026-08-06,Half Day,3.3
A016147,S01615,2026-08-07,Absent,0.0
A016148,S01615,2026-08-08,Present,7.4
A016149,S01615,2026-08-09,Present,7.7
A016150,S01615,2026-08-10,Present,7.5
A016151,S01616,2026-08-01,Present,7.4
A016152,S01616,2026-08-02,Present,9.7
A016153,S01616,2026-08-03,Present,9.9
A016154,S01616,2026-08-04,Present,8.6
A016155,S01616,2026-08-05,Present,9.7
A016156,S01616,2026-08-06,Half Day,3.5
A016157,S01616,2026-08-07,Present,8.4
A016158,S01616,2026-08-08,Present,8.8
A016159,S01616,2026-08-09,Present,9.2
A016160,S01616,2026-08-10,Present,8.4
A016161,S01617,2026-08-01,Present,7.2
A016162,S01617,2026-08-02,Present,8.6
A016163,S01617,2026-08-03,Present,9.5
A016164,S01617,2026-08-04,Present,9.3
A016165,S01617,2026-08-05,Present,8.7
A016166,S01617,2026-08-06,Present,7.2
A016167,S01617,2026-08-07,Present,8.4
A016168,S01617,2026-08-08,Present,7.3
A016169,S01617,2026-08-09,Half Day,3.7
A016170,S01617,2026-08-10,Present,9.0
A016171,S01618,2026-08-01,Absent,0.0
A016172,S01618,2026-08-02,Present,8.5
A016173,S01618,2026-08-03,Present,7.1
A016174,S01618,2026-08-04,Present,7.2
A016175,S01618,2026-08-05,Present,7.8
A016176,S01618,2026-08-06,Present,8.1
A016177,S01618,2026-08-07,Present,8.1
A016178,S01618,2026-08-08,Absent,0.0
A016179,S01618,2026-08-09,Present,7.0
A016180,S01618,2026-08-10,Present,8.3
A016181,S01619,2026-08-01,Present,7.9
A016182,S01619,2026-08-02,Present,9.4
A016183,S01619,2026-08-03,Present,9.9
A016184,S01619,2026-08-04,Present,8.2
A016185,S01619,2026-08-05,Present,8.8
A016186,S01619,2026-08-06,Present,9.4
A016187,S01619,2026-08-07,Present,10.0
A016188,S01619,2026-08-08,Present,7.7
A016189,S01619,2026-08-09,Present,8.4
A016190,S01619,2026-08-10,Absent,0.0
A016191,S01620,2026-08-01,Present,8.4
A016192,S01620,2026-08-02,Present,8.1
A016193,S01620,2026-08-03,Half Day,4.6
A016194,S01620,2026-08-04,Present,7.9
A016195,S01620,2026-08-05,Present,7.7
A016196,S01620,2026-08-06,Present,7.3
A016197,S01620,2026-08-07,Present,8.3
A016198,S01620,2026-08-08,Present,9.7
A016199,S01620,2026-08-09,Present,9.8
A016200,S01620,2026-08-10,Present,8.1
A016201,S01621,2026-08-01,Present,8.7
A016202,S01621,2026-08-02,Present,9.5
A016203,S01621,2026-08-03,Present,7.8
A016204,S01621,2026-08-04,Present,8.7
A016205,S01621,2026-08-05,Present,8.1
A016206,S01621,2026-08-06,Present,9.7
A016207,S01621,2026-08-07,Present,9.3
A016208,S01621,2026-08-08,Present,8.1
A016209,S01621,2026-08-09,Present,9.1
A016210,S01621,2026-08-10,Half Day,4.9
A016211,S01622,2026-08-01,Present,8.9
A016212,S01622,2026-08-02,Absent,0.0
A016213,S01622,2026-08-03,Present,9.9
A016214,S01622,2026-08-04,Present,8.5
A016215,S01622,2026-08-05,Present,7.3
A016216,S01622,2026-08-06,Present,7.3
A016217,S01622,2026-08-07,Half Day,4.7
A016218,S01622,2026-08-08,Present,9.7
A016219,S01622,2026-08-09,Present,8.5
A016220,S01622,2026-08-10,Present,9.5
A016221,S01623,2026-08-01,Present,7.6
A016222,S01623,2026-08-02,Present,7.4
A016223,S01623,2026-08-03,Present,8.3
A016224,S01623,2026-08-04,Present,9.1
A016225,S01623,2026-08-05,Present,9.0
A016226,S01623,2026-08-06,Present,9.3
A016227,S01623,2026-08-07,Present,7.4
A016228,S01623,2026-08-08,Present,8.1
A016229,S01623,2026-08-09,Present,7.5
A016230,S01623,2026-08-10,Present,8.4
A016231,S01624,2026-08-01,Half Day,4.3
A016232,S01624,2026-08-02,Present,9.1
A016233,S01624,2026-08-03,Present,9.3
A016234,S01624,2026-08-04,Present,8.3
A016235,S01624,2026-08-05,Present,7.4
A016236,S01624,2026-08-06,Present,9.8
A016237,S01624,2026-08-07,Present,8.0
A016238,S01624,2026-08-08,Absent,0.0
A016239,S01624,2026-08-09,Present,9.9
A016240,S01624,2026-08-10,Present,7.9
A016241,S01625,2026-08-01,Present,9.4
A016242,S01625,2026-08-02,Half Day,3.9
A016243,S01625,2026-08-03,Present,8.8
A016244,S01625,2026-08-04,Present,9.8
A016245,S01625,2026-08-05,Half Day,3.1
A016246,S01625,2026-08-06,Present,9.9
A016247,S01625,2026-08-07,Present,7.8
A016248,S01625,2026-08-08,Present,9.1
A016249,S01625,2026-08-09,Present,9.7
A016250,S01625,2026-08-10,Present,7.1
A016251,S01626,2026-08-01,Present,8.0
A016252,S01626,2026-08-02,Present,7.0
A016253,S01626,2026-08-03,Present,9.7
A016254,S01626,2026-08-04,Present,9.5
A016255,S01626,2026-08-05,Present,7.9
A016256,S01626,2026-08-06,Present,8.7
A016257,S01626,2026-08-07,Present,8.9
A016258,S01626,2026-08-08,Present,7.9
A016259,S01626,2026-08-09,Present,9.6
A016260,S01626,2026-08-10,Present,8.9
A016261,S01627,2026-08-01,Present,9.6
A016262,S01627,2026-08-02,Present,8.2
A016263,S01627,2026-08-03,Present,8.4
A016264,S01627,2026-08-04,Present,8.9
A016265,S01627,2026-08-05,Present,7.5
A016266,S01627,2026-08-06,Present,7.1
A016267,S01627,2026-08-07,Present,7.9
A016268,S01627,2026-08-08,Present,7.0
A016269,S01627,2026-08-09,Present,7.8
A016270,S01627,2026-08-10,Absent,0.0
A016271,S01628,2026-08-01,Present,7.9
A016272,S01628,2026-08-02,Present,7.9
A016273,S01628,2026-08-03,Present,7.1
A016274,S01628,2026-08-04,Present,9.1
A016275,S01628,2026-08-05,Present,8.3
A016276,S01628,2026-08-06,Present,9.3
A016277,S01628,2026-08-07,Present,9.5
A016278,S01628,2026-08-08,Present,9.0
A016279,S01628,2026-08-09,Present,9.5
A016280,S01628,2026-08-10,Present,8.7
A016281,S01629,2026-08-01,Present,7.9
A016282,S01629,2026-08-02,Present,8.0
A016283,S01629,2026-08-03,Present,8.2
A016284,S01629,2026-08-04,Present,7.3
A016285,S01629,2026-08-05,Absent,0.0
A016286,S01629,2026-08-06,Present,7.0
A016287,S01629,2026-08-07,Present,8.1
A016288,S01629,2026-08-08,Present,9.3
A016289,S01629,2026-08-09,Present,7.7
A016290,S01629,2026-08-10,Present,9.3
A016291,S01630,2026-08-01,Present,7.5
A016292,S01630,2026-08-02,Present,9.8
A016293,S01630,2026-08-03,Present,7.7
A016294,S01630,2026-08-04,Present,9.1
A016295,S01630,2026-08-05,Present,8.9
A016296,S01630,2026-08-06,Present,8.0
A016297,S01630,2026-08-07,Present,8.8
A016298,S01630,2026-08-08,Present,9.6
A016299,S01630,2026-08-09,Present,9.3
A016300,S01630,2026-08-10,Present,8.4
A016301,S01631,2026-08-01,Half Day,4.2
A016302,S01631,2026-08-02,Absent,0.0
A016303,S01631,2026-08-03,Present,7.4
A016304,S01631,2026-08-04,Present,7.4
A016305,S01631,2026-08-05,Present,8.4
A016306,S01631,2026-08-06,Present,8.6
A016307,S01631,2026-08-07,Present,8.8
A016308,S01631,2026-08-08,Present,8.1
A016309,S01631,2026-08-09,Present,8.1
A016310,S01631,2026-08-10,Present,8.1
A016311,S01632,2026-08-01,Present,9.9
A016312,S01632,2026-08-02,Absent,0.0
A016313,S01632,2026-08-03,Present,8.9
A016314,S01632,2026-08-04,Present,7.7
A016315,S01632,2026-08-05,Present,8.6
A016316,S01632,2026-08-06,Present,9.4
A016317,S01632,2026-08-07,Present,9.9
A016318,S01632,2026-08-08,Present,8.5
A016319,S01632,2026-08-09,Present,8.5
A016320,S01632,2026-08-10,Present,8.7
A016321,S01633,2026-08-01,Present,8.7
A016322,S01633,2026-08-02,Present,9.9
A016323,S01633,2026-08-03,Present,7.8
A016324,S01633,2026-08-04,Present,7.4
A016325,S01633,2026-08-05,Present,8.7
A016326,S01633,2026-08-06,Present,9.1
A016327,S01633,2026-08-07,Present,8.2
A016328,S01633,2026-08-08,Present,9.4
A016329,S01633,2026-08-09,Absent,0.0
A016330,S01633,2026-08-10,Present,7.6
A016331,S01634,2026-08-01,Present,9.8
A016332,S01634,2026-08-02,Present,7.2
A016333,S01634,2026-08-03,Present,9.0
A016334,S01634,2026-08-04,Present,7.6
A016335,S01634,2026-08-05,Present,9.8
A016336,S01634,2026-08-06,Present,9.6
A016337,S01634,2026-08-07,Present,7.9
A016338,S01634,2026-08-08,Present,9.3
A016339,S01634,2026-08-09,Present,8.0
A016340,S01634,2026-08-10,Half Day,4.9
A016341,S01635,2026-08-01,Present,7.4
A016342,S01635,2026-08-02,Present,9.4
A016343,S01635,2026-08-03,Present,7.9
A016344,S01635,2026-08-04,Present,8.8
A016345,S01635,2026-08-05,Present,8.4
A016346,S01635,2026-08-06,Half Day,3.5
A016347,S01635,2026-08-07,Present,9.1
A016348,S01635,2026-08-08,Present,8.9
A016349,S01635,2026-08-09,Present,9.8
A016350,S01635,2026-08-10,Present,8.0
A016351,S01636,2026-08-01,Present,9.8
A016352,S01636,2026-08-02,Present,7.5
A016353,S01636,2026-08-03,Present,7.0
A016354,S01636,2026-08-04,Present,8.8
A016355,S01636,2026-08-05,Present,7.7
A016356,S01636,2026-08-06,Present,8.9
A016357,S01636,2026-08-07,Present,9.6
A016358,S01636,2026-08-08,Present,7.5
A016359,S01636,2026-08-09,Present,9.9
A016360,S01636,2026-08-10,Present,9.9
A016361,S01637,2026-08-01,Present,7.6
A016362,S01637,2026-08-02,Present,8.6
A016363,S01637,2026-08-03,Present,7.4
A016364,S01637,2026-08-04,Half Day,3.8
A016365,S01637,2026-08-05,Present,9.6
A016366,S01637,2026-08-06,Present,8.5
A016367,S01637,2026-08-07,Half Day,3.6
A016368,S01637,2026-08-08,Present,8.7
A016369,S01637,2026-08-09,Present,8.6
A016370,S01637,2026-08-10,Absent,0.0
A016371,S01638,2026-08-01,Present,7.0
A016372,S01638,2026-08-02,Present,8.1
A016373,S01638,2026-08-03,Present,9.5
A016374,S01638,2026-08-04,Present,7.8
A016375,S01638,2026-08-05,Present,7.5
A016376,S01638,2026-08-06,Present,9.2
A016377,S01638,2026-08-07,Present,8.7
A016378,S01638,2026-08-08,Present,7.1
A016379,S01638,2026-08-09,Present,7.6
A016380,S01638,2026-08-10,Present,7.7
A016381,S01639,2026-08-01,Present,9.8
A016382,S01639,2026-08-02,Present,7.9
A016383,S01639,2026-08-03,Present,8.9
A016384,S01639,2026-08-04,Absent,0.0
A016385,S01639,2026-08-05,Present,9.2
A016386,S01639,2026-08-06,Present,8.6
A016387,S01639,2026-08-07,Present,9.2
A016388,S01639,2026-08-08,Present,9.1
A016389,S01639,2026-08-09,Present,9.4
A016390,S01639,2026-08-10,Present,9.9
A016391,S01640,2026-08-01,Present,9.4
A016392,S01640,2026-08-02,Present,9.3
A016393,S01640,2026-08-03,Present,8.8
A016394,S01640,2026-08-04,Present,9.1
A016395,S01640,2026-08-05,Present,8.9
A016396,S01640,2026-08-06,Absent,0.0
A016397,S01640,2026-08-07,Present,7.3
A016398,S01640,2026-08-08,Present,7.7
A016399,S01640,2026-08-09,Present,9.5
A016400,S01640,2026-08-10,Absent,0.0
A016401,S01641,2026-08-01,Present,8.9
A016402,S01641,2026-08-02,Present,9.4
A016403,S01641,2026-08-03,Present,7.0
A016404,S01641,2026-08-04,Present,7.8
A016405,S01641,2026-08-05,Present,7.3
A016406,S01641,2026-08-06,Present,9.9
A016407,S01641,2026-08-07,Present,9.7
A016408,S01641,2026-08-08,Present,8.6
A016409,S01641,2026-08-09,Present,8.9
A016410,S01641,2026-08-10,Present,8.6
A016411,S01642,2026-08-01,Present,7.9
A016412,S01642,2026-08-02,Present,8.5
A016413,S01642,2026-08-03,Present,8.7
A016414,S01642,2026-08-04,Present,8.6
A016415,S01642,2026-08-05,Present,8.5
A016416,S01642,2026-08-06,Present,8.9
A016417,S01642,2026-08-07,Present,8.1
A016418,S01642,2026-08-08,Present,8.2
A016419,S01642,2026-08-09,Present,7.7
A016420,S01642,2026-08-10,Present,9.6
A016421,S01643,2026-08-01,Present,8.3
A016422,S01643,2026-08-02,Present,9.8
A016423,S01643,2026-08-03,Present,9.8
A016424,S01643,2026-08-04,Present,8.7
A016425,S01643,2026-08-05,Present,7.7
A016426,S01643,2026-08-06,Present,9.3
A016427,S01643,2026-08-07,Present,7.5
A016428,S01643,2026-08-08,Half Day,3.1
A016429,S01643,2026-08-09,Present,7.4
A016430,S01643,2026-08-10,Present,9.3
A016431,S01644,2026-08-01,Present,9.4
A016432,S01644,2026-08-02,Present,8.4
A016433,S01644,2026-08-03,Present,7.7
A016434,S01644,2026-08-04,Present,9.1
A016435,S01644,2026-08-05,Present,8.4
A016436,S01644,2026-08-06,Present,9.9
A016437,S01644,2026-08-07,Present,8.5
A016438,S01644,2026-08-08,Absent,0.0
A016439,S01644,2026-08-09,Present,7.6
A016440,S01644,2026-08-10,Present,7.8
A016441,S01645,2026-08-01,Present,9.3
A016442,S01645,2026-08-02,Absent,0.0
A016443,S01645,2026-08-03,Present,7.8
A016444,S01645,2026-08-04,Present,8.1
A016445,S01645,2026-08-05,Present,9.8
A016446,S01645,2026-08-06,Present,9.8
A016447,S01645,2026-08-07,Absent,0.0
A016448,S01645,2026-08-08,Present,7.0
A016449,S01645,2026-08-09,Present,9.9
A016450,S01645,2026-08-10,Half Day,3.8
A016451,S01646,2026-08-01,Present,8.1
A016452,S01646,2026-08-02,Absent,0.0
A016453,S01646,2026-08-03,Present,7.6
A016454,S01646,2026-08-04,Present,7.6
A016455,S01646,2026-08-05,Present,8.1
A016456,S01646,2026-08-06,Present,8.7
A016457,S01646,2026-08-07,Present,8.2
A016458,S01646,2026-08-08,Present,8.3
A016459,S01646,2026-08-09,Present,9.7
A016460,S01646,2026-08-10,Absent,0.0
A016461,S01647,2026-08-01,Present,8.5
A016462,S01647,2026-08-02,Present,8.4
A016463,S01647,2026-08-03,Present,9.0
A016464,S01647,2026-08-04,Present,9.2
A016465,S01647,2026-08-05,Present,8.8
A016466,S01647,2026-08-06,Present,7.8
A016467,S01647,2026-08-07,Present,7.8
A016468,S01647,2026-08-08,Present,8.6
A016469,S01647,2026-08-09,Present,7.2
A016470,S01647,2026-08-10,Absent,0.0
A016471,S01648,2026-08-01,Present,7.7
A016472,S01648,2026-08-02,Present,8.2
A016473,S01648,2026-08-03,Present,9.8
A016474,S01648,2026-08-04,Present,7.4
A016475,S01648,2026-08-05,Present,9.4
A016476,S01648,2026-08-06,Present,9.0
A016477,S01648,2026-08-07,Present,8.4
A016478,S01648,2026-08-08,Present,7.1
A016479,S01648,2026-08-09,Absent,0.0
A016480,S01648,2026-08-10,Present,9.9
A016481,S01649,2026-08-01,Present,7.0
A016482,S01649,2026-08-02,Half Day,4.5
A016483,S01649,2026-08-03,Present,7.6
A016484,S01649,2026-08-04,Present,7.1
A016485,S01649,2026-08-05,Present,10.0
A016486,S01649,2026-08-06,Present,8.9
A016487,S01649,2026-08-07,Present,9.1
A016488,S01649,2026-08-08,Present,7.5
A016489,S01649,2026-08-09,Present,7.7
A016490,S01649,2026-08-10,Present,9.1
A016491,S01650,2026-08-01,Present,9.0
A016492,S01650,2026-08-02,Present,8.7
A016493,S01650,2026-08-03,Present,9.9
A016494,S01650,2026-08-04,Present,7.8
A016495,S01650,2026-08-05,Absent,0.0
A016496,S01650,2026-08-06,Present,8.0
A016497,S01650,2026-08-07,Present,9.2
A016498,S01650,2026-08-08,Present,8.7
A016499,S01650,2026-08-09,Present,7.1
A016500,S01650,2026-08-10,Present,9.4
A016501,S01651,2026-08-01,Present,8.9
A016502,S01651,2026-08-02,Present,8.4
A016503,S01651,2026-08-03,Present,7.7
A016504,S01651,2026-08-04,Present,8.0
A016505,S01651,2026-08-05,Present,7.6
A016506,S01651,2026-08-06,Present,7.4
A016507,S01651,2026-08-07,Present,7.4
A016508,S01651,2026-08-08,Present,8.6
A016509,S01651,2026-08-09,Present,7.0
A016510,S01651,2026-08-10,Present,9.0
A016511,S01652,2026-08-01,Present,9.8
A016512,S01652,2026-08-02,Present,9.6
A016513,S01652,2026-08-03,Present,7.3
A016514,S01652,2026-08-04,Absent,0.0
A016515,S01652,2026-08-05,Present,9.6
A016516,S01652,2026-08-06,Present,8.4
A016517,S01652,2026-08-07,Present,9.9
A016518,S01652,2026-08-08,Present,7.2
A016519,S01652,2026-08-09,Absent,0.0
A016520,S01652,2026-08-10,Present,9.3
A016521,S01653,2026-08-01,Half Day,3.1
A016522,S01653,2026-08-02,Present,8.7
A016523,S01653,2026-08-03,Present,7.6
A016524,S01653,2026-08-04,Present,7.5
A016525,S01653,2026-08-05,Present,7.5
A016526,S01653,2026-08-06,Present,8.0
A016527,S01653,2026-08-07,Present,7.7
A016528,S01653,2026-08-08,Present,8.3
A016529,S01653,2026-08-09,Present,8.7
A016530,S01653,2026-08-10,Present,8.3
A016531,S01654,2026-08-01,Present,7.3
A016532,S01654,2026-08-02,Present,7.6
A016533,S01654,2026-08-03,Present,8.7
A016534,S01654,2026-08-04,Present,7.4
A016535,S01654,2026-08-05,Present,7.8
A016536,S01654,2026-08-06,Present,8.9
A016537,S01654,2026-08-07,Present,9.5
A016538,S01654,2026-08-08,Present,8.1
A016539,S01654,2026-08-09,Present,7.8
A016540,S01654,2026-08-10,Half Day,3.5
A016541,S01655,2026-08-01,Present,8.1
A016542,S01655,2026-08-02,Present,9.1
A016543,S01655,2026-08-03,Half Day,4.3
A016544,S01655,2026-08-04,Present,9.8
A016545,S01655,2026-08-05,Present,9.9
A016546,S01655,2026-08-06,Present,9.4
A016547,S01655,2026-08-07,Present,9.9
A016548,S01655,2026-08-08,Half Day,4.9
A016549,S01655,2026-08-09,Present,7.0
A016550,S01655,2026-08-10,Present,7.2
A016551,S01656,2026-08-01,Present,9.1
A016552,S01656,2026-08-02,Present,9.0
A016553,S01656,2026-08-03,Present,8.6
A016554,S01656,2026-08-04,Present,7.1
A016555,S01656,2026-08-05,Absent,0.0
A016556,S01656,2026-08-06,Present,9.9
A016557,S01656,2026-08-07,Present,8.7
A016558,S01656,2026-08-08,Present,8.0
A016559,S01656,2026-08-09,Present,7.2
A016560,S01656,2026-08-10,Present,8.5
A016561,S01657,2026-08-01,Present,8.6
A016562,S01657,2026-08-02,Present,9.8
A016563,S01657,2026-08-03,Present,7.8
A016564,S01657,2026-08-04,Present,9.4
A016565,S01657,2026-08-05,Present,8.7
A016566,S01657,2026-08-06,Present,9.4
A016567,S01657,2026-08-07,Present,9.8
A016568,S01657,2026-08-08,Present,8.9
A016569,S01657,2026-08-09,Absent,0.0
A016570,S01657,2026-08-10,Present,8.6
A016571,S01658,2026-08-01,Half Day,3.1
A016572,S01658,2026-08-02,Present,7.2
A016573,S01658,2026-08-03,Present,7.9
A016574,S01658,2026-08-04,Absent,0.0
A016575,S01658,2026-08-05,Present,7.2
A016576,S01658,2026-08-06,Present,7.6
A016577,S01658,2026-08-07,Present,7.6
A016578,S01658,2026-08-08,Absent,0.0
A016579,S01658,2026-08-09,Present,9.9
A016580,S01658,2026-08-10,Present,9.8
A016581,S01659,2026-08-01,Half Day,4.7
A016582,S01659,2026-08-02,Present,7.9
A016583,S01659,2026-08-03,Present,7.3
A016584,S01659,2026-08-04,Present,9.5
A016585,S01659,2026-08-05,Absent,0.0
A016586,S01659,2026-08-06,Absent,0.0
A016587,S01659,2026-08-07,Present,7.1
A016588,S01659,2026-08-08,Present,10.0
A016589,S01659,2026-08-09,Present,8.1
A016590,S01659,2026-08-10,Present,9.0
A016591,S01660,2026-08-01,Present,7.1
A016592,S01660,2026-08-02,Present,8.7
A016593,S01660,2026-08-03,Present,7.0
A016594,S01660,2026-08-04,Present,8.3
A016595,S01660,2026-08-05,Present,8.7
A016596,S01660,2026-08-06,Present,7.2
A016597,S01660,2026-08-07,Present,8.5
A016598,S01660,2026-08-08,Absent,0.0
A016599,S01660,2026-08-09,Present,8.1
A016600,S01660,2026-08-10,Present,9.1
